llm_name,method_name,case_id,candidate_path,ground_truth_path,embedding_model,similarity_threshold,relaxed_similarity_threshold,ground_truth_states,candidate_states,matched_state_pairs,missing_ground_truth_states,extra_candidate_states,ground_truth_state_count,candidate_state_count,matched_state_count,missing_state_count,extra_state_count,semantic_state_precision,semantic_state_recall,semantic_state_f1
Qwen_2.5_7B,rag,case_16_weather_monitoring_system,final_results/runs/open_source__qwen25_7b_instruct__rag/case_16_weather_monitoring_system/run_01.puml,dataset/case_16_weather_monitoring_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Alert"",""FuturePrediction"",""Graph"",""LiveUpdate"",""login"",""Logout"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""NewLocation"",""Register"",""UserLocation"",""Display"",""WeatherStatus"",""WeeklyAnalysis""]","[""CheckInfo"",""CheckLocation"",""Login"",""Register"",""ChooseInfo"",""ViewDetails"",""ShowInfo""]","[{""ground_truth_state"":""login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""NewLocation"",""candidate_state"":""CheckLocation"",""ground_truth_normalized"":""new location"",""candidate_normalized"":""location"",""similarity"":0.713313,""match_type"":""relaxed_lexical""},{""ground_truth_state"":""Register"",""candidate_state"":""Register"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Display"",""candidate_state"":""ViewDetails"",""ground_truth_normalized"":""view"",""candidate_normalized"":""view details"",""similarity"":0.833217,""match_type"":""strict""}]","[""Alert"",""FuturePrediction"",""Graph"",""LiveUpdate"",""Logout"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""UserLocation"",""WeatherStatus"",""WeeklyAnalysis""]","[""CheckInfo"",""ChooseInfo"",""ShowInfo""]",17,7,4,13,3,0.571429,0.235294,0.333333
Qwen_2.5_7B,syntax_grounded_repair,case_16_weather_monitoring_system,final_results/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair__syntax_grounded_no_rules_original_rag/case_16_weather_monitoring_system/run_01.puml,dataset/case_16_weather_monitoring_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Alert"",""FuturePrediction"",""Graph"",""LiveUpdate"",""login"",""Logout"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""NewLocation"",""Register"",""UserLocation"",""Display"",""WeatherStatus"",""WeeklyAnalysis""]","[""CheckInfo"",""END"",""CheckLocation"",""Login"",""Logout"",""Register"",""ChooseInfo"",""ViewDetails"",""ShowInfo""]","[{""ground_truth_state"":""login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Logout"",""candidate_state"":""Logout"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""NewLocation"",""candidate_state"":""CheckLocation"",""ground_truth_normalized"":""new location"",""candidate_normalized"":""location"",""similarity"":0.713313,""match_type"":""relaxed_lexical""},{""ground_truth_state"":""Register"",""candidate_state"":""Register"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Display"",""candidate_state"":""ViewDetails"",""ground_truth_normalized"":""view"",""candidate_normalized"":""view details"",""similarity"":0.833217,""match_type"":""strict""}]","[""Alert"",""FuturePrediction"",""Graph"",""LiveUpdate"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""UserLocation"",""WeatherStatus"",""WeeklyAnalysis""]","[""CheckInfo"",""END"",""ChooseInfo"",""ShowInfo""]",17,9,5,12,4,0.555556,0.294118,0.384615
DeepSeek_R1_14B,baseline_repair,case_18_digidoclocker,final_results/runs/open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair/case_18_digidoclocker/run_01.puml,dataset/case_18_digidoclocker/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""ApplyforCertificate"",""CitizenRegistration"",""EndSession"",""IdentifyUserType"",""Login"",""PostLoginOptions"",""RegistrarOptions"",""RequestCertificate"",""Start"",""UploadDocuments""]","[{""ground_truth_state"":""Apply for a Certificate"",""candidate_state"":""ApplyforCertificate"",""ground_truth_normalized"":""apply for a certificate"",""candidate_normalized"":""applyfor certificate"",""similarity"":0.845685,""match_type"":""strict""},{""ground_truth_state"":""Certificate Sent to User"",""candidate_state"":""RequestCertificate"",""ground_truth_normalized"":""certificate submit to user"",""candidate_normalized"":""request certificate"",""similarity"":0.664044,""match_type"":""relaxed""},{""ground_truth_state"":""Login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Registrar asks a Certificate for verification"",""candidate_state"":""RegistrarOptions"",""ground_truth_normalized"":""registrar asks a certificate for verification"",""candidate_normalized"":""registrar options"",""similarity"":0.54904,""match_type"":""relaxed""},{""ground_truth_state"":""Registration"",""candidate_state"":""CitizenRegistration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""citizen registration"",""similarity"":0.776612,""match_type"":""relaxed_lexical""},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""UploadDocuments"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""upload documents"",""similarity"":0.926419,""match_type"":""strict""},{""ground_truth_state"":""validate the Type of User"",""candidate_state"":""IdentifyUserType"",""ground_truth_normalized"":""validate the type of user"",""candidate_normalized"":""identify user type"",""similarity"":0.7588,""match_type"":""relaxed""}]","[""Digitlocker provides the Certificate"",""View Profile""]","[""EndSession"",""PostLoginOptions"",""Start""]",9,10,7,2,3,0.7,0.777778,0.736842
DeepSeek_R1_14B,few_shot,case_18_digidoclocker,final_results/runs/open_source__deepseek_r1_14b__few_shot/case_18_digidoclocker/run_01.puml,dataset/case_18_digidoclocker/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""ApplyforCertificate"",""CitizenRegistration"",""EndSession"",""IdentifyUserType"",""Login"",""PostLoginOptions"",""RegistrarOptions"",""RequestCertificate"",""Start"",""UploadDocuments""]","[{""ground_truth_state"":""Apply for a Certificate"",""candidate_state"":""ApplyforCertificate"",""ground_truth_normalized"":""apply for a certificate"",""candidate_normalized"":""applyfor certificate"",""similarity"":0.845685,""match_type"":""strict""},{""ground_truth_state"":""Certificate Sent to User"",""candidate_state"":""RequestCertificate"",""ground_truth_normalized"":""certificate submit to user"",""candidate_normalized"":""request certificate"",""similarity"":0.664044,""match_type"":""relaxed""},{""ground_truth_state"":""Login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Registrar asks a Certificate for verification"",""candidate_state"":""RegistrarOptions"",""ground_truth_normalized"":""registrar asks a certificate for verification"",""candidate_normalized"":""registrar options"",""similarity"":0.54904,""match_type"":""relaxed""},{""ground_truth_state"":""Registration"",""candidate_state"":""CitizenRegistration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""citizen registration"",""similarity"":0.776612,""match_type"":""relaxed_lexical""},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""UploadDocuments"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""upload documents"",""similarity"":0.926419,""match_type"":""strict""},{""ground_truth_state"":""validate the Type of User"",""candidate_state"":""IdentifyUserType"",""ground_truth_normalized"":""validate the type of user"",""candidate_normalized"":""identify user type"",""similarity"":0.7588,""match_type"":""relaxed""}]","[""Digitlocker provides the Certificate"",""View Profile""]","[""EndSession"",""PostLoginOptions"",""Start""]",9,10,7,2,3,0.7,0.777778,0.736842
DeepSeek_R1_14B,syntax_grounded_repair,case_18_digidoclocker,final_results/runs/open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair__syntax_grounded_no_rules/case_18_digidoclocker/run_01.puml,dataset/case_18_digidoclocker/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""ApplyforCertificate"",""CitizenRegistration"",""EndSession"",""IdentifyUserType"",""Login"",""PostLoginOptions"",""RegistrarOptions"",""RequestCertificate"",""Start"",""UploadDocuments""]","[{""ground_truth_state"":""Apply for a Certificate"",""candidate_state"":""ApplyforCertificate"",""ground_truth_normalized"":""apply for a certificate"",""candidate_normalized"":""applyfor certificate"",""similarity"":0.845685,""match_type"":""strict""},{""ground_truth_state"":""Certificate Sent to User"",""candidate_state"":""RequestCertificate"",""ground_truth_normalized"":""certificate submit to user"",""candidate_normalized"":""request certificate"",""similarity"":0.664044,""match_type"":""relaxed""},{""ground_truth_state"":""Login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Registrar asks a Certificate for verification"",""candidate_state"":""RegistrarOptions"",""ground_truth_normalized"":""registrar asks a certificate for verification"",""candidate_normalized"":""registrar options"",""similarity"":0.54904,""match_type"":""relaxed""},{""ground_truth_state"":""Registration"",""candidate_state"":""CitizenRegistration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""citizen registration"",""similarity"":0.776612,""match_type"":""relaxed_lexical""},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""UploadDocuments"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""upload documents"",""similarity"":0.926419,""match_type"":""strict""},{""ground_truth_state"":""validate the Type of User"",""candidate_state"":""IdentifyUserType"",""ground_truth_normalized"":""validate the type of user"",""candidate_normalized"":""identify user type"",""similarity"":0.7588,""match_type"":""relaxed""}]","[""Digitlocker provides the Certificate"",""View Profile""]","[""EndSession"",""PostLoginOptions"",""Start""]",9,10,7,2,3,0.7,0.777778,0.736842
Llama_3.1_8B,baseline_repair,case_18_digidoclocker,final_results/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_18_digidoclocker/run_01.puml,dataset/case_18_digidoclocker/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""Certificate Application"",""Document Upload"",""End Session"",""Login"",""Profile View"",""Reapply for Certificate"",""Registration"",""Request Certificate""]","[{""ground_truth_state"":""Apply for a Certificate"",""candidate_state"":""Certificate Application"",""ground_truth_normalized"":""apply for a certificate"",""candidate_normalized"":""apply certificate"",""similarity"":0.960818,""match_type"":""strict""},{""ground_truth_state"":""Certificate Sent to User"",""candidate_state"":""Reapply for Certificate"",""ground_truth_normalized"":""certificate submit to user"",""candidate_normalized"":""reapply for certificate"",""similarity"":0.498178,""match_type"":""relaxed""},{""ground_truth_state"":""Login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Registrar asks a Certificate for verification"",""candidate_state"":""Request Certificate"",""ground_truth_normalized"":""registrar asks a certificate for verification"",""candidate_normalized"":""request certificate"",""similarity"":0.623878,""match_type"":""relaxed""},{""ground_truth_state"":""Registration"",""candidate_state"":""Registration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""Document Upload"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""document upload"",""similarity"":0.958088,""match_type"":""strict""},{""ground_truth_state"":""View Profile"",""candidate_state"":""Profile View"",""ground_truth_normalized"":""view profile"",""candidate_normalized"":""profile view"",""similarity"":0.960932,""match_type"":""strict""}]","[""Digitlocker provides the Certificate"",""validate the Type of User""]","[""End Session""]",9,8,7,2,1,0.875,0.777778,0.823529
Llama_3.1_8B,few_shot,case_18_digidoclocker,final_results/runs/open_source__llama31_8b_instruct__few_shot/case_18_digidoclocker/run_01.puml,dataset/case_18_digidoclocker/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""Certificate Application"",""Document Upload"",""End Session"",""Login"",""Profile View"",""Reapply for Certificate"",""Registration"",""Request Certificate""]","[{""ground_truth_state"":""Apply for a Certificate"",""candidate_state"":""Certificate Application"",""ground_truth_normalized"":""apply for a certificate"",""candidate_normalized"":""apply certificate"",""similarity"":0.960818,""match_type"":""strict""},{""ground_truth_state"":""Certificate Sent to User"",""candidate_state"":""Reapply for Certificate"",""ground_truth_normalized"":""certificate submit to user"",""candidate_normalized"":""reapply for certificate"",""similarity"":0.498178,""match_type"":""relaxed""},{""ground_truth_state"":""Login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Registrar asks a Certificate for verification"",""candidate_state"":""Request Certificate"",""ground_truth_normalized"":""registrar asks a certificate for verification"",""candidate_normalized"":""request certificate"",""similarity"":0.623878,""match_type"":""relaxed""},{""ground_truth_state"":""Registration"",""candidate_state"":""Registration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""Document Upload"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""document upload"",""similarity"":0.958088,""match_type"":""strict""},{""ground_truth_state"":""View Profile"",""candidate_state"":""Profile View"",""ground_truth_normalized"":""view profile"",""candidate_normalized"":""profile view"",""similarity"":0.960932,""match_type"":""strict""}]","[""Digitlocker provides the Certificate"",""validate the Type of User""]","[""End Session""]",9,8,7,2,1,0.875,0.777778,0.823529
Llama_3.1_8B,syntax_grounded_repair,case_18_digidoclocker,final_results/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair__syntax_grounded/case_18_digidoclocker/run_01.puml,dataset/case_18_digidoclocker/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""Certificate Application"",""Document Upload"",""End Session"",""Login"",""Profile View"",""Reapply for Certificate"",""Registration"",""Request Certificate""]","[{""ground_truth_state"":""Apply for a Certificate"",""candidate_state"":""Certificate Application"",""ground_truth_normalized"":""apply for a certificate"",""candidate_normalized"":""apply certificate"",""similarity"":0.960818,""match_type"":""strict""},{""ground_truth_state"":""Certificate Sent to User"",""candidate_state"":""Reapply for Certificate"",""ground_truth_normalized"":""certificate submit to user"",""candidate_normalized"":""reapply for certificate"",""similarity"":0.498178,""match_type"":""relaxed""},{""ground_truth_state"":""Login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Registrar asks a Certificate for verification"",""candidate_state"":""Request Certificate"",""ground_truth_normalized"":""registrar asks a certificate for verification"",""candidate_normalized"":""request certificate"",""similarity"":0.623878,""match_type"":""relaxed""},{""ground_truth_state"":""Registration"",""candidate_state"":""Registration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""Document Upload"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""document upload"",""similarity"":0.958088,""match_type"":""strict""},{""ground_truth_state"":""View Profile"",""candidate_state"":""Profile View"",""ground_truth_normalized"":""view profile"",""candidate_normalized"":""profile view"",""similarity"":0.960932,""match_type"":""strict""}]","[""Digitlocker provides the Certificate"",""validate the Type of User""]","[""End Session""]",9,8,7,2,1,0.875,0.777778,0.823529
Mistral,baseline_repair,case_18_digidoclocker,final_results/runs/open_source__mistral__rag_validation_generator_critic_repair/case_18_digidoclocker/run_01.puml,dataset/case_18_digidoclocker/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""Authentication"",""CheckMemberDetails"",""CitizenEditDocs"",""CitizenLogout"",""CitizenSaveEdits"",""CitizenUploadDocs"",""CitizenViewDocs"",""Dashboard"",""EnterMemberDetails"",""EnterMemberID"",""EnterPassword"",""InactiveMember"",""InvalidCredentials"",""IssueMemberID"",""LoggedIn"",""MemberIDCheck"",""MemberRegistration"",""PayFineAmount"",""ReEnterMemberDetails"",""Settings"",""SuccessfulLogin"",""SuccessfulRegistration""]","[{""ground_truth_state"":""Login"",""candidate_state"":""LoggedIn"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Registration"",""candidate_state"":""SuccessfulRegistration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""successful registration"",""similarity"":0.861216,""match_type"":""strict""},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""CitizenUploadDocs"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""citizen upload docs"",""similarity"":0.681911,""match_type"":""relaxed""}]","[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Registrar asks a Certificate for verification"",""validate the Type of User"",""View Profile""]","[""Authentication"",""CheckMemberDetails"",""CitizenEditDocs"",""CitizenLogout"",""CitizenSaveEdits"",""CitizenViewDocs"",""Dashboard"",""EnterMemberDetails"",""EnterMemberID"",""EnterPassword"",""InactiveMember"",""InvalidCredentials"",""IssueMemberID"",""MemberIDCheck"",""MemberRegistration"",""PayFineAmount"",""ReEnterMemberDetails"",""Settings"",""SuccessfulLogin""]",9,22,3,6,19,0.136364,0.333333,0.193548
Mistral,rag,case_18_digidoclocker,final_results/runs/open_source__mistral__rag/case_18_digidoclocker/run_01.puml,dataset/case_18_digidoclocker/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""Authentication"",""CheckMemberDetails"",""CitizenEditDocs"",""CitizenLogout"",""CitizenSaveEdits"",""CitizenUploadDocs"",""CitizenViewDocs"",""Dashboard"",""EnterMemberDetails"",""EnterMemberID"",""EnterPassword"",""InactiveMember"",""InvalidCredentials"",""IssueMemberID"",""LoggedIn"",""MemberIDCheck"",""MemberRegistration"",""PayFineAmount"",""ReEnterMemberDetails"",""Settings"",""SuccessfulLogin"",""SuccessfulRegistration""]","[{""ground_truth_state"":""Login"",""candidate_state"":""LoggedIn"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Registration"",""candidate_state"":""SuccessfulRegistration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""successful registration"",""similarity"":0.861216,""match_type"":""strict""},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""CitizenUploadDocs"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""citizen upload docs"",""similarity"":0.681911,""match_type"":""relaxed""}]","[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Registrar asks a Certificate for verification"",""validate the Type of User"",""View Profile""]","[""Authentication"",""CheckMemberDetails"",""CitizenEditDocs"",""CitizenLogout"",""CitizenSaveEdits"",""CitizenViewDocs"",""Dashboard"",""EnterMemberDetails"",""EnterMemberID"",""EnterPassword"",""InactiveMember"",""InvalidCredentials"",""IssueMemberID"",""MemberIDCheck"",""MemberRegistration"",""PayFineAmount"",""ReEnterMemberDetails"",""Settings"",""SuccessfulLogin""]",9,22,3,6,19,0.136364,0.333333,0.193548
Mistral,syntax_grounded_repair,case_18_digidoclocker,final_results/runs/open_source__mistral__rag_validation_generator_critic_repair__syntax_grounded/case_18_digidoclocker/run_01.puml,dataset/case_18_digidoclocker/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""Authentication"",""CheckMemberDetails"",""CitizenEditDocs"",""CitizenLogout"",""CitizenSaveEdits"",""CitizenUploadDocs"",""CitizenViewDocs"",""Dashboard"",""EnterMemberDetails"",""EnterMemberID"",""EnterPassword"",""InactiveMember"",""INITIAL_STATE"",""InvalidCredentials"",""IssueMemberID"",""LoggedIn"",""MemberRegistration"",""PayFineAmount"",""ReEnterMemberDetails"",""Settings"",""SuccessfulLogin"",""SuccessfulRegistration""]","[{""ground_truth_state"":""Login"",""candidate_state"":""LoggedIn"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Registration"",""candidate_state"":""SuccessfulRegistration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""successful registration"",""similarity"":0.861216,""match_type"":""strict""},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""CitizenUploadDocs"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""citizen upload docs"",""similarity"":0.681911,""match_type"":""relaxed""}]","[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Registrar asks a Certificate for verification"",""validate the Type of User"",""View Profile""]","[""Authentication"",""CheckMemberDetails"",""CitizenEditDocs"",""CitizenLogout"",""CitizenSaveEdits"",""CitizenViewDocs"",""Dashboard"",""EnterMemberDetails"",""EnterMemberID"",""EnterPassword"",""InactiveMember"",""INITIAL_STATE"",""InvalidCredentials"",""IssueMemberID"",""MemberRegistration"",""PayFineAmount"",""ReEnterMemberDetails"",""Settings"",""SuccessfulLogin""]",9,22,3,6,19,0.136364,0.333333,0.193548
Qwen_2.5_7B,baseline_repair,case_18_digidoclocker,final_results/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_18_digidoclocker/run_01.puml,dataset/case_18_digidoclocker/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""CertificateApply"",""CitizenLogin"",""DocumentUpload"",""ProfileView"",""RegistrarRequest"",""Registration""]","[{""ground_truth_state"":""Apply for a Certificate"",""candidate_state"":""CertificateApply"",""ground_truth_normalized"":""apply for a certificate"",""candidate_normalized"":""certificate apply"",""similarity"":0.925847,""match_type"":""strict""},{""ground_truth_state"":""Login"",""candidate_state"":""CitizenLogin"",""ground_truth_normalized"":""login"",""candidate_normalized"":""citizen login"",""similarity"":0.652814,""match_type"":""relaxed_lexical""},{""ground_truth_state"":""Registrar asks a Certificate for verification"",""candidate_state"":""RegistrarRequest"",""ground_truth_normalized"":""registrar asks a certificate for verification"",""candidate_normalized"":""registrar request"",""similarity"":0.650591,""match_type"":""relaxed""},{""ground_truth_state"":""Registration"",""candidate_state"":""Registration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""DocumentUpload"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""document upload"",""similarity"":0.958088,""match_type"":""strict""},{""ground_truth_state"":""View Profile"",""candidate_state"":""ProfileView"",""ground_truth_normalized"":""view profile"",""candidate_normalized"":""profile view"",""similarity"":0.960932,""match_type"":""strict""}]","[""Certificate Sent to User"",""Digitlocker provides the Certificate"",""validate the Type of User""]",[],9,6,6,3,0,1.0,0.666667,0.8
Qwen_2.5_7B,rag,case_18_digidoclocker,final_results/runs/open_source__qwen25_7b_instruct__rag/case_18_digidoclocker/run_01.puml,dataset/case_18_digidoclocker/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""CertificateApply"",""CitizenLogin"",""DocumentUpload"",""ProfileView"",""RegistrarRequest"",""Registration""]","[{""ground_truth_state"":""Apply for a Certificate"",""candidate_state"":""CertificateApply"",""ground_truth_normalized"":""apply for a certificate"",""candidate_normalized"":""certificate apply"",""similarity"":0.925847,""match_type"":""strict""},{""ground_truth_state"":""Login"",""candidate_state"":""CitizenLogin"",""ground_truth_normalized"":""login"",""candidate_normalized"":""citizen login"",""similarity"":0.652814,""match_type"":""relaxed_lexical""},{""ground_truth_state"":""Registrar asks a Certificate for verification"",""candidate_state"":""RegistrarRequest"",""ground_truth_normalized"":""registrar asks a certificate for verification"",""candidate_normalized"":""registrar request"",""similarity"":0.650591,""match_type"":""relaxed""},{""ground_truth_state"":""Registration"",""candidate_state"":""Registration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""DocumentUpload"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""document upload"",""similarity"":0.958088,""match_type"":""strict""},{""ground_truth_state"":""View Profile"",""candidate_state"":""ProfileView"",""ground_truth_normalized"":""view profile"",""candidate_normalized"":""profile view"",""similarity"":0.960932,""match_type"":""strict""}]","[""Certificate Sent to User"",""Digitlocker provides the Certificate"",""validate the Type of User""]",[],9,6,6,3,0,1.0,0.666667,0.8
