results_set,llm_name,method_name,run_folder,case_id,syntax_valid,structural_valid,state_f1_exact,transition_f1_exact,overall_f1_exact,state_f1_relaxed,transition_f1_relaxed,overall_f1_relaxed
plantuml_pipeline_run2,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_41_video_suggestion_system,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run2,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_45_alarm_clock,True,False,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111
plantuml_pipeline_run2,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_46_digital_watch,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run2,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_47_safehome_security_function,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run2,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_51_process_sale,True,False,0.0,0.0,0.0,0.25,0.0,0.125
plantuml_pipeline_run2,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_52_microwave_oven,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run2,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_54_weather_station_system,True,False,0.23529411764705882,0.0,0.11764705882352941,0.23529411764705882,0.0,0.11764705882352941
plantuml_pipeline_run2,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_59_atm_1,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run2,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_60_atm_2,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run2,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_65_plane,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run2,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_67_atm_many_scenarios_1,True,False,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667
plantuml_pipeline_run2,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_70_atm_many_scenarios_7,True,False,0.5333333333333333,0.0,0.26666666666666666,0.7142857142857143,0.4615384615384615,0.5879120879120879
plantuml_pipeline_run2,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_75_graderate,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run2,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_78_class_campaign_version_2,True,False,0.5714285714285714,0.0,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.5
plantuml_pipeline_run2,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_80_staff_member_class,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_01_healthcare_portal,True,False,0.05555555555555555,0.0,0.027777777777777776,0.05555555555555555,0.0,0.027777777777777776
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_02_inventory,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_12_business_process_outsourcing_bpo_management_system_2,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_15_e_ticketing_for_bus,True,False,0.06896551724137931,0.0,0.034482758620689655,0.06896551724137931,0.0,0.034482758620689655
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_16_weather_monitoring_system,True,False,0.0425531914893617,0.0,0.02127659574468085,0.0851063829787234,0.0,0.0425531914893617
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_18_digidoclocker,True,False,0.25,0.0,0.125,0.25,0.0,0.125
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_28_ott_based_system_mini_reel,True,False,0.05405405405405406,0.0,0.02702702702702703,0.05555555555555555,0.0,0.027777777777777776
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_32_e_visa_processing_and_follow_up_system,True,False,0.06451612903225806,0.0,0.03225806451612903,0.12903225806451613,0.0,0.06451612903225806
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_33_farm_management_system,True,False,0.0,0.0,0.0,0.23529411764705882,0.0,0.11764705882352941
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_34_green_rides,True,False,0.0,0.0,0.0,0.11111111111111112,0.0,0.05555555555555556
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_37_online_quiz_system,True,False,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_39_website_development,True,False,0.14285714285714285,0.0,0.07142857142857142,0.19047619047619047,0.0,0.09523809523809523
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_41_video_suggestion_system,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_45_alarm_clock,True,False,0.2,0.0,0.1,0.2,0.0,0.1
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_46_digital_watch,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_47_safehome_security_function,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_51_process_sale,True,False,0.0,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_52_microwave_oven,True,False,0.12903225806451613,0.0,0.06451612903225806,0.12903225806451613,0.0,0.06451612903225806
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_54_weather_station_system,True,False,0.07142857142857142,0.0,0.03571428571428571,0.07142857142857142,0.0,0.03571428571428571
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_59_atm_1,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_60_atm_2,True,True,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_65_plane,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_67_atm_many_scenarios_1,True,False,0.125,0.0,0.0625,0.125,0.0,0.0625
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_70_atm_many_scenarios_7,True,False,0.7058823529411765,0.28571428571428564,0.4957983193277311,0.875,0.6666666666666665,0.7708333333333333
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_75_graderate,True,False,0.06451612903225806,0.0,0.03225806451612903,0.06451612903225806,0.0,0.03225806451612903
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_78_class_campaign_version_2,True,False,0.29629629629629634,0.0,0.14814814814814817,0.29629629629629634,0.2222222222222222,0.2592592592592593
plantuml_pipeline_run2,Mistral,rag,open_source__mistral__rag,case_80_staff_member_class,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_01_healthcare_portal,True,False,0.10810810810810811,0.0,0.05405405405405406,0.10810810810810811,0.0,0.05405405405405406
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_02_inventory,True,False,0.0,0.0,0.0,0.19999999999999998,0.0,0.09999999999999999
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_12_business_process_outsourcing_bpo_management_system_2,True,False,0.125,0.0,0.0625,0.16666666666666666,0.0,0.08333333333333333
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_15_e_ticketing_for_bus,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_16_weather_monitoring_system,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_18_digidoclocker,True,False,0.08695652173913043,0.0,0.043478260869565216,0.08695652173913043,0.0,0.043478260869565216
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_28_ott_based_system_mini_reel,True,False,0.09999999999999999,0.0,0.049999999999999996,0.10526315789473685,0.0,0.052631578947368425
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_32_e_visa_processing_and_follow_up_system,True,False,0.05000000000000001,0.0,0.025000000000000005,0.4000000000000001,0.0,0.20000000000000004
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_33_farm_management_system,True,False,0.0,0.0,0.0,0.2,0.0,0.1
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_34_green_rides,True,False,0.0,0.0,0.0,0.125,0.0,0.0625
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_37_online_quiz_system,True,False,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_39_website_development,True,False,0.16,0.0,0.08,0.16,0.0,0.08
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_41_video_suggestion_system,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_45_alarm_clock,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_46_digital_watch,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_47_safehome_security_function,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_51_process_sale,True,False,0.0,0.0,0.0,0.28571428571428575,0.0,0.14285714285714288
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_52_microwave_oven,True,False,0.2105263157894737,0.0,0.10526315789473685,0.2222222222222222,0.0,0.1111111111111111
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_54_weather_station_system,True,False,0.23529411764705882,0.0,0.11764705882352941,0.23529411764705882,0.0,0.11764705882352941
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_59_atm_1,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_60_atm_2,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_65_plane,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_67_atm_many_scenarios_1,True,False,0.11764705882352941,0.0,0.058823529411764705,0.125,0.0,0.0625
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_70_atm_many_scenarios_7,True,False,0.5333333333333333,0.0,0.26666666666666666,0.7142857142857143,0.6153846153846153,0.6648351648351648
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_75_graderate,True,False,0.28571428571428575,0.0,0.14285714285714288,0.28571428571428575,0.0,0.14285714285714288
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_78_class_campaign_version_2,True,False,0.6153846153846153,0.0,0.30769230769230765,0.6153846153846153,0.42857142857142855,0.5219780219780219
plantuml_pipeline_run3,Qwen_2.5_7B,rag,open_source__qwen25_7b_instruct__rag,case_80_staff_member_class,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_01_healthcare_portal,True,False,0.052631578947368425,0.0,0.026315789473684213,0.052631578947368425,0.0,0.026315789473684213
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_02_inventory,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_12_business_process_outsourcing_bpo_management_system_2,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_15_e_ticketing_for_bus,True,False,0.0909090909090909,0.0,0.04545454545454545,0.0909090909090909,0.0,0.04545454545454545
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_16_weather_monitoring_system,True,False,0.1923076923076923,0.0,0.09615384615384615,0.23076923076923075,0.0,0.11538461538461538
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_18_digidoclocker,True,False,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_28_ott_based_system_mini_reel,True,False,0.05405405405405406,0.0,0.02702702702702703,0.05555555555555555,0.0,0.027777777777777776
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_32_e_visa_processing_and_follow_up_system,True,False,0.0625,0.0,0.03125,0.0625,0.0,0.03125
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_33_farm_management_system,True,False,0.0,0.0,0.0,0.1,0.0,0.05
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_34_green_rides,True,False,0.0,0.0,0.0,0.0909090909090909,0.0,0.04545454545454545
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_37_online_quiz_system,True,False,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_39_website_development,True,False,0.045454545454545456,0.0,0.022727272727272728,0.09090909090909091,0.0,0.045454545454545456
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_41_video_suggestion_system,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_45_alarm_clock,True,False,0.2,0.0,0.1,0.2,0.0,0.1
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_46_digital_watch,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_47_safehome_security_function,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_51_process_sale,True,False,0.0,0.0,0.0,0.15384615384615383,0.0,0.07692307692307691
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_52_microwave_oven,True,False,0.16216216216216217,0.09523809523809523,0.1287001287001287,0.16216216216216217,0.1,0.13108108108108107
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_54_weather_station_system,True,False,0.10526315789473684,0.0,0.05263157894736842,0.10526315789473684,0.046511627906976744,0.07588739290085679
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_59_atm_1,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_60_atm_2,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_65_plane,True,False,0.0,0.0,0.0,0.0,0.0,0.0
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_67_atm_many_scenarios_1,True,False,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_70_atm_many_scenarios_7,True,False,0.631578947368421,0.2727272727272727,0.45215311004784686,0.7777777777777777,0.5263157894736842,0.6520467836257309
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_75_graderate,True,False,0.16666666666666666,0.0,0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_78_class_campaign_version_2,True,False,0.5714285714285714,0.0,0.2857142857142857,0.5714285714285714,0.39999999999999997,0.48571428571428565
plantuml_pipeline_run3,Mistral,rag,open_source__mistral__rag,case_80_staff_member_class,True,False,0.0,0.0,0.0,0.0,0.0,0.0
