llm_name,method_name,case_id,candidate_path,ground_truth_path,embedding_model,similarity_threshold,relaxed_similarity_threshold,ground_truth_states,candidate_states,matched_state_pairs,missing_ground_truth_states,extra_candidate_states,ground_truth_state_count,candidate_state_count,matched_state_count,missing_state_count,extra_state_count,semantic_state_precision,semantic_state_recall,semantic_state_f1
Mistral,rag,case_18_digidoclocker,Code\untitled folder\results\plantuml_pipeline\runs\open_source__mistral__rag\case_18_digidoclocker\run_01.puml,dataset\case_18_digidoclocker\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""Authentication"",""CheckMemberDetails"",""CitizenEditDocs"",""CitizenLogout"",""CitizenSaveEdits"",""CitizenUploadDocs"",""CitizenViewDocs"",""Dashboard"",""EnterMemberDetails"",""EnterMemberID"",""EnterPassword"",""InactiveMember"",""InvalidCredentials"",""IssueMemberID"",""LoggedIn"",""MemberIDCheck"",""MemberRegistration"",""PayFineAmount"",""ReEnterMemberDetails"",""Settings"",""SuccessfulLogin"",""SuccessfulRegistration""]","[{""ground_truth_state"":""Login"",""candidate_state"":""LoggedIn"",""ground_truth_normalized"":""login"",""candidate_normalized"":""logged in"",""similarity"":0.850182,""match_type"":""strict""},{""ground_truth_state"":""Registration"",""candidate_state"":""SuccessfulRegistration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""successful registration"",""similarity"":0.861216,""match_type"":""strict""},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""CitizenUploadDocs"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""citizen upload docs"",""similarity"":0.681911,""match_type"":""relaxed""}]","[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Registrar asks a Certificate for verification"",""validate the Type of User"",""View Profile""]","[""Authentication"",""CheckMemberDetails"",""CitizenEditDocs"",""CitizenLogout"",""CitizenSaveEdits"",""CitizenViewDocs"",""Dashboard"",""EnterMemberDetails"",""EnterMemberID"",""EnterPassword"",""InactiveMember"",""InvalidCredentials"",""IssueMemberID"",""MemberIDCheck"",""MemberRegistration"",""PayFineAmount"",""ReEnterMemberDetails"",""Settings"",""SuccessfulLogin""]",9,22,3,6,19,0.136364,0.333333,0.193548
Mistral,syntax_grounded_repair,case_18_digidoclocker,Code\untitled folder\results\plantuml_pipeline\runs\open_source__mistral__rag_validation_generator_critic_repair__syntax_grounded\case_18_digidoclocker\run_01.puml,dataset\case_18_digidoclocker\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""Authentication"",""CheckMemberDetails"",""CitizenEditDocs"",""CitizenLogout"",""CitizenSaveEdits"",""CitizenUploadDocs"",""CitizenViewDocs"",""Dashboard"",""EnterMemberDetails"",""EnterMemberID"",""EnterPassword"",""InactiveMember"",""INITIAL_STATE"",""InvalidCredentials"",""IssueMemberID"",""LoggedIn"",""MemberRegistration"",""PayFineAmount"",""ReEnterMemberDetails"",""Settings"",""SuccessfulLogin"",""SuccessfulRegistration""]","[{""ground_truth_state"":""Login"",""candidate_state"":""LoggedIn"",""ground_truth_normalized"":""login"",""candidate_normalized"":""logged in"",""similarity"":0.850182,""match_type"":""strict""},{""ground_truth_state"":""Registration"",""candidate_state"":""SuccessfulRegistration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""successful registration"",""similarity"":0.861216,""match_type"":""strict""},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""CitizenUploadDocs"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""citizen upload docs"",""similarity"":0.681911,""match_type"":""relaxed""}]","[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Registrar asks a Certificate for verification"",""validate the Type of User"",""View Profile""]","[""Authentication"",""CheckMemberDetails"",""CitizenEditDocs"",""CitizenLogout"",""CitizenSaveEdits"",""CitizenViewDocs"",""Dashboard"",""EnterMemberDetails"",""EnterMemberID"",""EnterPassword"",""InactiveMember"",""INITIAL_STATE"",""InvalidCredentials"",""IssueMemberID"",""MemberRegistration"",""PayFineAmount"",""ReEnterMemberDetails"",""Settings"",""SuccessfulLogin""]",9,22,3,6,19,0.136364,0.333333,0.193548
Qwen_2.5_7B,baseline_repair,case_18_digidoclocker,Code\untitled folder\results\plantuml_pipeline\runs\open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair\case_18_digidoclocker\run_01.puml,dataset\case_18_digidoclocker\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""CertificateApply"",""CitizenLogin"",""DocumentUpload"",""ProfileView"",""RegistrarRequest"",""Registration""]","[{""ground_truth_state"":""Apply for a Certificate"",""candidate_state"":""CertificateApply"",""ground_truth_normalized"":""apply for a certificate"",""candidate_normalized"":""certificate apply"",""similarity"":0.925847,""match_type"":""strict""},{""ground_truth_state"":""Login"",""candidate_state"":""CitizenLogin"",""ground_truth_normalized"":""login"",""candidate_normalized"":""citizen login"",""similarity"":0.652814,""match_type"":""relaxed_lexical""},{""ground_truth_state"":""Registrar asks a Certificate for verification"",""candidate_state"":""RegistrarRequest"",""ground_truth_normalized"":""registrar asks a certificate for verification"",""candidate_normalized"":""registrar request"",""similarity"":0.650591,""match_type"":""relaxed""},{""ground_truth_state"":""Registration"",""candidate_state"":""Registration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""DocumentUpload"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""document upload"",""similarity"":0.958088,""match_type"":""strict""},{""ground_truth_state"":""View Profile"",""candidate_state"":""ProfileView"",""ground_truth_normalized"":""view profile"",""candidate_normalized"":""profile view"",""similarity"":0.960932,""match_type"":""strict""}]","[""Certificate Sent to User"",""Digitlocker provides the Certificate"",""validate the Type of User""]",[],9,6,6,3,0,1.0,0.666667,0.8
Qwen_2.5_7B,rag,case_18_digidoclocker,Code\untitled folder\results\plantuml_pipeline\runs\open_source__qwen25_7b_instruct__rag\case_18_digidoclocker\run_01.puml,dataset\case_18_digidoclocker\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""CertificateApply"",""CitizenLogin"",""DocumentUpload"",""ProfileView"",""RegistrarRequest"",""Registration""]","[{""ground_truth_state"":""Apply for a Certificate"",""candidate_state"":""CertificateApply"",""ground_truth_normalized"":""apply for a certificate"",""candidate_normalized"":""certificate apply"",""similarity"":0.925847,""match_type"":""strict""},{""ground_truth_state"":""Login"",""candidate_state"":""CitizenLogin"",""ground_truth_normalized"":""login"",""candidate_normalized"":""citizen login"",""similarity"":0.652814,""match_type"":""relaxed_lexical""},{""ground_truth_state"":""Registrar asks a Certificate for verification"",""candidate_state"":""RegistrarRequest"",""ground_truth_normalized"":""registrar asks a certificate for verification"",""candidate_normalized"":""registrar request"",""similarity"":0.650591,""match_type"":""relaxed""},{""ground_truth_state"":""Registration"",""candidate_state"":""Registration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""DocumentUpload"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""document upload"",""similarity"":0.958088,""match_type"":""strict""},{""ground_truth_state"":""View Profile"",""candidate_state"":""ProfileView"",""ground_truth_normalized"":""view profile"",""candidate_normalized"":""profile view"",""similarity"":0.960932,""match_type"":""strict""}]","[""Certificate Sent to User"",""Digitlocker provides the Certificate"",""validate the Type of User""]",[],9,6,6,3,0,1.0,0.666667,0.8
Qwen_2.5_7B,syntax_grounded_repair,case_18_digidoclocker,Code\untitled folder\results\plantuml_pipeline\runs\open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair__syntax_grounded_original_rag\case_18_digidoclocker\run_01.puml,dataset\case_18_digidoclocker\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""CertificateApply"",""CitizenLogin"",""DocumentUpload"",""ProfileView"",""RegistrarRequest"",""Registration""]","[{""ground_truth_state"":""Apply for a Certificate"",""candidate_state"":""CertificateApply"",""ground_truth_normalized"":""apply for a certificate"",""candidate_normalized"":""certificate apply"",""similarity"":0.925847,""match_type"":""strict""},{""ground_truth_state"":""Login"",""candidate_state"":""CitizenLogin"",""ground_truth_normalized"":""login"",""candidate_normalized"":""citizen login"",""similarity"":0.652814,""match_type"":""relaxed_lexical""},{""ground_truth_state"":""Registrar asks a Certificate for verification"",""candidate_state"":""RegistrarRequest"",""ground_truth_normalized"":""registrar asks a certificate for verification"",""candidate_normalized"":""registrar request"",""similarity"":0.650591,""match_type"":""relaxed""},{""ground_truth_state"":""Registration"",""candidate_state"":""Registration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""DocumentUpload"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""document upload"",""similarity"":0.958088,""match_type"":""strict""},{""ground_truth_state"":""View Profile"",""candidate_state"":""ProfileView"",""ground_truth_normalized"":""view profile"",""candidate_normalized"":""profile view"",""similarity"":0.960932,""match_type"":""strict""}]","[""Certificate Sent to User"",""Digitlocker provides the Certificate"",""validate the Type of User""]",[],9,6,6,3,0,1.0,0.666667,0.8
DeepSeek_R1_14B,baseline_repair,case_28_ott_based_system_mini_reel,Code\untitled folder\results\plantuml_pipeline\runs\open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair\case_28_ott_based_system_mini_reel\run_01.puml,dataset\case_28_ott_based_system_mini_reel\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Account Creation"",""Discussion State"",""Show Likes"",""Updation"",""View""]","[""Account Created"",""Discussing"",""End"",""Liked Video"",""Start"",""Uploaded Video"",""Viewing Likes"",""Watching Video""]","[{""ground_truth_state"":""Account Creation"",""candidate_state"":""Account Created"",""ground_truth_normalized"":""account creation"",""candidate_normalized"":""account created"",""similarity"":0.843286,""match_type"":""strict""},{""ground_truth_state"":""Discussion State"",""candidate_state"":""Discussing"",""ground_truth_normalized"":""discussion state"",""candidate_normalized"":""discussing"",""similarity"":0.681038,""match_type"":""relaxed""},{""ground_truth_state"":""Show Likes"",""candidate_state"":""Viewing Likes"",""ground_truth_normalized"":""show likes"",""candidate_normalized"":""viewing likes"",""similarity"":0.813628,""match_type"":""strict""}]","[""Updation"",""View""]","[""End"",""Liked Video"",""Start"",""Uploaded Video"",""Watching Video""]",5,8,3,2,5,0.375,0.6,0.461538
DeepSeek_R1_14B,few_shot,case_28_ott_based_system_mini_reel,Code\untitled folder\results\plantuml_pipeline\runs\open_source__deepseek_r1_14b__few_shot\case_28_ott_based_system_mini_reel\run_01.puml,dataset\case_28_ott_based_system_mini_reel\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Account Creation"",""Discussion State"",""Show Likes"",""Updation"",""View""]","[""Account Created"",""Discussing"",""End"",""Liked Video"",""Start"",""Uploaded Video"",""Viewing Likes"",""Watching Video""]","[{""ground_truth_state"":""Account Creation"",""candidate_state"":""Account Created"",""ground_truth_normalized"":""account creation"",""candidate_normalized"":""account created"",""similarity"":0.843286,""match_type"":""strict""},{""ground_truth_state"":""Discussion State"",""candidate_state"":""Discussing"",""ground_truth_normalized"":""discussion state"",""candidate_normalized"":""discussing"",""similarity"":0.681038,""match_type"":""relaxed""},{""ground_truth_state"":""Show Likes"",""candidate_state"":""Viewing Likes"",""ground_truth_normalized"":""show likes"",""candidate_normalized"":""viewing likes"",""similarity"":0.813628,""match_type"":""strict""}]","[""Updation"",""View""]","[""End"",""Liked Video"",""Start"",""Uploaded Video"",""Watching Video""]",5,8,3,2,5,0.375,0.6,0.461538
DeepSeek_R1_14B,syntax_grounded_repair,case_28_ott_based_system_mini_reel,Code\untitled folder\results\plantuml_pipeline\runs\open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair__syntax_grounded\case_28_ott_based_system_mini_reel\run_01.puml,dataset\case_28_ott_based_system_mini_reel\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Account Creation"",""Discussion State"",""Show Likes"",""Updation"",""View""]","[""Account Created"",""Discussing"",""End"",""Liked Video"",""Start"",""Uploaded Video"",""Viewing Likes"",""Watching Video""]","[{""ground_truth_state"":""Account Creation"",""candidate_state"":""Account Created"",""ground_truth_normalized"":""account creation"",""candidate_normalized"":""account created"",""similarity"":0.843286,""match_type"":""strict""},{""ground_truth_state"":""Discussion State"",""candidate_state"":""Discussing"",""ground_truth_normalized"":""discussion state"",""candidate_normalized"":""discussing"",""similarity"":0.681038,""match_type"":""relaxed""},{""ground_truth_state"":""Show Likes"",""candidate_state"":""Viewing Likes"",""ground_truth_normalized"":""show likes"",""candidate_normalized"":""viewing likes"",""similarity"":0.813628,""match_type"":""strict""}]","[""Updation"",""View""]","[""End"",""Liked Video"",""Start"",""Uploaded Video"",""Watching Video""]",5,8,3,2,5,0.375,0.6,0.461538
Llama_3.1_8B,baseline_repair,case_28_ott_based_system_mini_reel,Code\untitled folder\results\plantuml_pipeline\runs\open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair\case_28_ott_based_system_mini_reel\run_01.puml,dataset\case_28_ott_based_system_mini_reel\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Account Creation"",""Discussion State"",""Show Likes"",""Updation"",""View""]","[""Create Account"",""Discussion"",""End"",""Idle"",""Invalid registration"",""Save Video"",""Upload Video"",""View Saved Videos"",""Watch Video""]","[{""ground_truth_state"":""Account Creation"",""candidate_state"":""Create Account"",""ground_truth_normalized"":""account creation"",""candidate_normalized"":""create account"",""similarity"":0.929123,""match_type"":""strict""},{""ground_truth_state"":""Discussion State"",""candidate_state"":""Discussion"",""ground_truth_normalized"":""discussion state"",""candidate_normalized"":""discussion"",""similarity"":0.725288,""match_type"":""relaxed_lexical""}]","[""Show Likes"",""Updation"",""View""]","[""End"",""Idle"",""Invalid registration"",""Save Video"",""Upload Video"",""View Saved Videos"",""Watch Video""]",5,9,2,3,7,0.222222,0.4,0.285714
Llama_3.1_8B,few_shot,case_28_ott_based_system_mini_reel,Code\untitled folder\results\plantuml_pipeline\runs\open_source__llama31_8b_instruct__few_shot\case_28_ott_based_system_mini_reel\run_01.puml,dataset\case_28_ott_based_system_mini_reel\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Account Creation"",""Discussion State"",""Show Likes"",""Updation"",""View""]","[""Create Account"",""Discussion"",""End"",""Idle"",""Invalid registration"",""Save Video"",""Upload Video"",""View Saved Videos"",""Watch Video""]","[{""ground_truth_state"":""Account Creation"",""candidate_state"":""Create Account"",""ground_truth_normalized"":""account creation"",""candidate_normalized"":""create account"",""similarity"":0.929123,""match_type"":""strict""},{""ground_truth_state"":""Discussion State"",""candidate_state"":""Discussion"",""ground_truth_normalized"":""discussion state"",""candidate_normalized"":""discussion"",""similarity"":0.725288,""match_type"":""relaxed_lexical""}]","[""Show Likes"",""Updation"",""View""]","[""End"",""Idle"",""Invalid registration"",""Save Video"",""Upload Video"",""View Saved Videos"",""Watch Video""]",5,9,2,3,7,0.222222,0.4,0.285714
Llama_3.1_8B,syntax_grounded_repair,case_28_ott_based_system_mini_reel,Code\untitled folder\results\plantuml_pipeline\runs\open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair__syntax_grounded\case_28_ott_based_system_mini_reel\run_01.puml,dataset\case_28_ott_based_system_mini_reel\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Account Creation"",""Discussion State"",""Show Likes"",""Updation"",""View""]","[""Create Account"",""Discussion"",""End"",""Idle"",""Invalid registration"",""Save Video"",""Upload Video"",""View Saved Videos"",""Watch Video""]","[{""ground_truth_state"":""Account Creation"",""candidate_state"":""Create Account"",""ground_truth_normalized"":""account creation"",""candidate_normalized"":""create account"",""similarity"":0.929123,""match_type"":""strict""},{""ground_truth_state"":""Discussion State"",""candidate_state"":""Discussion"",""ground_truth_normalized"":""discussion state"",""candidate_normalized"":""discussion"",""similarity"":0.725288,""match_type"":""relaxed_lexical""}]","[""Show Likes"",""Updation"",""View""]","[""End"",""Idle"",""Invalid registration"",""Save Video"",""Upload Video"",""View Saved Videos"",""Watch Video""]",5,9,2,3,7,0.222222,0.4,0.285714
Mistral,baseline_repair,case_28_ott_based_system_mini_reel,Code\untitled folder\results\plantuml_pipeline\runs\open_source__mistral__rag_validation_generator_critic_repair\case_28_ott_based_system_mini_reel\run_01.puml,dataset\case_28_ott_based_system_mini_reel\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Account Creation"",""Discussion State"",""Show Likes"",""Updation"",""View""]","[""Editing"",""Feedback"",""Invalid user"",""Login"",""Manage profiles"",""Publishing"",""Reading"",""Register"",""Search"",""Writing""]",[],"[""Account Creation"",""Discussion State"",""Show Likes"",""Updation"",""View""]","[""Editing"",""Feedback"",""Invalid user"",""Login"",""Manage profiles"",""Publishing"",""Reading"",""Register"",""Search"",""Writing""]",5,10,0,5,10,0.0,0.0,0.0
Mistral,rag,case_28_ott_based_system_mini_reel,Code\untitled folder\results\plantuml_pipeline\runs\open_source__mistral__rag\case_28_ott_based_system_mini_reel\run_01.puml,dataset\case_28_ott_based_system_mini_reel\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Account Creation"",""Discussion State"",""Show Likes"",""Updation"",""View""]","[""Editing"",""Feedback"",""Invalid user"",""Login"",""Manage profiles"",""Publishing"",""Reading"",""Register"",""Search"",""Writing""]",[],"[""Account Creation"",""Discussion State"",""Show Likes"",""Updation"",""View""]","[""Editing"",""Feedback"",""Invalid user"",""Login"",""Manage profiles"",""Publishing"",""Reading"",""Register"",""Search"",""Writing""]",5,10,0,5,10,0.0,0.0,0.0
Mistral,syntax_grounded_repair,case_28_ott_based_system_mini_reel,Code\untitled folder\results\plantuml_pipeline\runs\open_source__mistral__rag_validation_generator_critic_repair__syntax_grounded\case_28_ott_based_system_mini_reel\run_01.puml,dataset\case_28_ott_based_system_mini_reel\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Account Creation"",""Discussion State"",""Show Likes"",""Updation"",""View""]","[""Editing"",""Feedback"",""Invalid user"",""Login"",""Manage profiles"",""Publishing"",""Reading"",""Register"",""Search"",""Writing""]",[],"[""Account Creation"",""Discussion State"",""Show Likes"",""Updation"",""View""]","[""Editing"",""Feedback"",""Invalid user"",""Login"",""Manage profiles"",""Publishing"",""Reading"",""Register"",""Search"",""Writing""]",5,10,0,5,10,0.0,0.0,0.0
Qwen_2.5_7B,baseline_repair,case_28_ott_based_system_mini_reel,Code\untitled folder\results\plantuml_pipeline\runs\open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair\case_28_ott_based_system_mini_reel\run_01.puml,dataset\case_28_ott_based_system_mini_reel\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Account Creation"",""Discussion State"",""Show Likes"",""Updation"",""View""]","[""Create Account"",""Enter Discussion"",""Save Videos"",""Upload Videos"",""Watch Videos""]","[{""ground_truth_state"":""Account Creation"",""candidate_state"":""Create Account"",""ground_truth_normalized"":""account creation"",""candidate_normalized"":""create account"",""similarity"":0.929123,""match_type"":""strict""},{""ground_truth_state"":""Discussion State"",""candidate_state"":""Enter Discussion"",""ground_truth_normalized"":""discussion state"",""candidate_normalized"":""enter discussion"",""similarity"":0.704627,""match_type"":""relaxed""}]","[""Show Likes"",""Updation"",""View""]","[""Save Videos"",""Upload Videos"",""Watch Videos""]",5,5,2,3,3,0.4,0.4,0.4
Qwen_2.5_7B,rag,case_28_ott_based_system_mini_reel,Code\untitled folder\results\plantuml_pipeline\runs\open_source__qwen25_7b_instruct__rag\case_28_ott_based_system_mini_reel\run_01.puml,dataset\case_28_ott_based_system_mini_reel\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Account Creation"",""Discussion State"",""Show Likes"",""Updation"",""View""]","[""Create Account"",""Enter Discussion"",""Save Videos"",""Upload Videos"",""Watch Videos""]","[{""ground_truth_state"":""Account Creation"",""candidate_state"":""Create Account"",""ground_truth_normalized"":""account creation"",""candidate_normalized"":""create account"",""similarity"":0.929123,""match_type"":""strict""},{""ground_truth_state"":""Discussion State"",""candidate_state"":""Enter Discussion"",""ground_truth_normalized"":""discussion state"",""candidate_normalized"":""enter discussion"",""similarity"":0.704627,""match_type"":""relaxed""}]","[""Show Likes"",""Updation"",""View""]","[""Save Videos"",""Upload Videos"",""Watch Videos""]",5,5,2,3,3,0.4,0.4,0.4
Qwen_2.5_7B,syntax_grounded_repair,case_28_ott_based_system_mini_reel,Code\untitled folder\results\plantuml_pipeline\runs\open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair__syntax_grounded_original_rag\case_28_ott_based_system_mini_reel\run_01.puml,dataset\case_28_ott_based_system_mini_reel\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Account Creation"",""Discussion State"",""Show Likes"",""Updation"",""View""]","[""Create Account"",""Enter Discussion"",""Save Videos"",""Upload Videos"",""Watch Videos""]","[{""ground_truth_state"":""Account Creation"",""candidate_state"":""Create Account"",""ground_truth_normalized"":""account creation"",""candidate_normalized"":""create account"",""similarity"":0.929123,""match_type"":""strict""},{""ground_truth_state"":""Discussion State"",""candidate_state"":""Enter Discussion"",""ground_truth_normalized"":""discussion state"",""candidate_normalized"":""enter discussion"",""similarity"":0.704627,""match_type"":""relaxed""}]","[""Show Likes"",""Updation"",""View""]","[""Save Videos"",""Upload Videos"",""Watch Videos""]",5,5,2,3,3,0.4,0.4,0.4
DeepSeek_R1_14B,baseline_repair,case_32_e_visa_processing_and_follow_up_system,Code\untitled folder\results\plantuml_pipeline\runs\open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair\case_32_e_visa_processing_and_follow_up_system\run_01.puml,dataset\case_32_e_visa_processing_and_follow_up_system\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Accept Application"",""Accept Visa"",""Apply for Visa"",""Cancel Application"",""Check Status"",""Give Feedback"",""Login"",""Log Out"",""Make Payment"",""Modify Details"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View Details"",""View purpose of application"",""View Status""]","[""Initial""]",[],"[""Accept Application"",""Accept Visa"",""Apply for Visa"",""Cancel Application"",""Check Status"",""Give Feedback"",""Login"",""Log Out"",""Make Payment"",""Modify Details"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View Details"",""View purpose of application"",""View Status""]","[""Initial""]",17,1,0,17,1,0.0,0.0,0.0
DeepSeek_R1_14B,few_shot,case_32_e_visa_processing_and_follow_up_system,Code\untitled folder\results\plantuml_pipeline\runs\open_source__deepseek_r1_14b__few_shot\case_32_e_visa_processing_and_follow_up_system\run_01.puml,dataset\case_32_e_visa_processing_and_follow_up_system\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Accept Application"",""Accept Visa"",""Apply for Visa"",""Cancel Application"",""Check Status"",""Give Feedback"",""Login"",""Log Out"",""Make Payment"",""Modify Details"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View Details"",""View purpose of application"",""View Status""]","[""ApplicationApproved"",""ApplicationProcessing"",""ApplicationRejected"",""ApplicationSubmitted"",""Initial"",""LoggedIn"",""LoggedOut"",""NotLoggedIn""]","[{""ground_truth_state"":""Accept Application"",""candidate_state"":""ApplicationApproved"",""ground_truth_normalized"":""accept application"",""candidate_normalized"":""application approved"",""similarity"":0.714391,""match_type"":""relaxed""},{""ground_truth_state"":""Login"",""candidate_state"":""LoggedIn"",""ground_truth_normalized"":""login"",""candidate_normalized"":""logged in"",""similarity"":0.850182,""match_type"":""strict""},{""ground_truth_state"":""Log Out"",""candidate_state"":""LoggedOut"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout"",""similarity"":1.0,""match_type"":""exact_normalized""}]","[""Accept Visa"",""Apply for Visa"",""Cancel Application"",""Check Status"",""Give Feedback"",""Make Payment"",""Modify Details"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View Details"",""View purpose of application"",""View Status""]","[""ApplicationProcessing"",""ApplicationRejected"",""ApplicationSubmitted"",""Initial"",""NotLoggedIn""]",17,8,3,14,5,0.375,0.176471,0.24
DeepSeek_R1_14B,syntax_grounded_repair,case_32_e_visa_processing_and_follow_up_system,Code\untitled folder\results\plantuml_pipeline\runs\open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair__syntax_grounded\case_32_e_visa_processing_and_follow_up_system\run_01.puml,dataset\case_32_e_visa_processing_and_follow_up_system\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.650000,"[""Accept Application"",""Accept Visa"",""Apply for Visa"",""Cancel Application"",""Check Status"",""Give Feedback"",""Login"",""Log Out"",""Make Payment"",""Modify Details"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View Details"",""View purpose of application"",""View Status""]","[""ApplicationApproved"",""ApplicationProcessing"",""ApplicationRejected"",""ApplicationSubmitted"",""Initial"",""LoggedIn"",""LoggedOut"",""NotLoggedIn""]","[{""ground_truth_state"":""Accept Application"",""candidate_state"":""ApplicationApproved"",""ground_truth_normalized"":""accept application"",""candidate_normalized"":""application approved"",""similarity"":0.714391,""match_type"":""relaxed""},{""ground_truth_state"":""Login"",""candidate_state"":""LoggedIn"",""ground_truth_normalized"":""login"",""candidate_normalized"":""logged in"",""similarity"":0.850182,""match_type"":""strict""},{""ground_truth_state"":""Log Out"",""candidate_state"":""LoggedOut"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout"",""similarity"":1.0,""match_type"":""exact_normalized""}]","[""Accept Visa"",""Apply for Visa"",""Cancel Application"",""Check Status"",""Give Feedback"",""Make Payment"",""Modify Details"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View Details"",""View purpose of application"",""View Status""]","[""ApplicationProcessing"",""ApplicationRejected"",""ApplicationSubmitted"",""Initial"",""NotLoggedIn""]",17,8,3,14,5,0.375,0.176471,0.24
