llm_name,method_name,case_id,candidate_path,ground_truth_path,embedding_model,similarity_threshold,relaxed_similarity_threshold,ground_truth_states,candidate_states,matched_state_pairs,missing_ground_truth_states,extra_candidate_states,ground_truth_state_count,candidate_state_count,matched_state_count,missing_state_count,extra_state_count,semantic_state_precision,semantic_state_recall,semantic_state_f1
Mistral,baseline_repair,case_12_business_process_outsourcing_bpo_management_system_2,results/plantuml_pipeline_run2/runs/open_source__mistral__rag_validation_generator_critic_repair/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml,dataset/case_12_business_process_outsourcing_bpo_management_system_2/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,,"[""search and display"",""Search users"",""Choose category"",""Choose rate range""]","[""ChangePassword"",""Enter new password"",""Enter old password"",""Login"",""Project"",""Registration"",""User""]",[],"[""search and display"",""Search users"",""Choose category"",""Choose rate range""]","[""ChangePassword"",""Enter new password"",""Enter old password"",""Login"",""Project"",""Registration"",""User""]",4,7,0,4,7,0.0,0.0,0.0
Qwen_2.5_7B,baseline_repair,case_12_business_process_outsourcing_bpo_management_system_2,results/plantuml_pipeline_run2/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml,dataset/case_12_business_process_outsourcing_bpo_management_system_2/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,,"[""search and display"",""Search users"",""Choose category"",""Choose rate range""]","[""AcceptOrDeclineRequest"",""BPOUpdateProgress"",""ClientDecision"",""MakePayment"",""RestartProcess"",""SaveProjectDetails"",""SearchFilterCategory"",""SearchPriceRange"",""SearchProjectCategory"",""TrackProjectProgress"",""UploadFinalProject"",""UploadRequest"",""DisplayMatchingProjects"",""DisplayMatchingUsers""]",[],"[""search and display"",""Search users"",""Choose category"",""Choose rate range""]","[""AcceptOrDeclineRequest"",""BPOUpdateProgress"",""ClientDecision"",""MakePayment"",""RestartProcess"",""SaveProjectDetails"",""SearchFilterCategory"",""SearchPriceRange"",""SearchProjectCategory"",""TrackProjectProgress"",""UploadFinalProject"",""UploadRequest"",""DisplayMatchingProjects"",""DisplayMatchingUsers""]",4,14,0,4,14,0.0,0.0,0.0
DeepSeek_R1_14B,baseline_repair,case_15_e_ticketing_for_bus,results/plantuml_pipeline_run2/runs/open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair/case_15_e_ticketing_for_bus/run_01.puml,dataset/case_15_e_ticketing_for_bus/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,,"[""CheckStatus"",""Confirmation"",""Login"",""LoginStart"",""Logout"",""ManageAccount"",""Payment"",""Register"",""Reservation""]","[""AccountManagement"",""LoggedIn"",""LoggedOut"",""Registered"",""TicketBooking"",""Unregistered""]","[{""ground_truth_state"":""Login"",""candidate_state"":""LoggedIn"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Logout"",""candidate_state"":""LoggedOut"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""ManageAccount"",""candidate_state"":""AccountManagement"",""ground_truth_normalized"":""manage account"",""candidate_normalized"":""account management"",""similarity"":0.851373,""match_type"":""strict""},{""ground_truth_state"":""Register"",""candidate_state"":""Registered"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""}]","[""CheckStatus"",""Confirmation"",""LoginStart"",""Payment"",""Reservation""]","[""TicketBooking"",""Unregistered""]",9,6,4,5,2,0.666667,0.444444,0.533333
Llama_3.1_8B,baseline_repair,case_15_e_ticketing_for_bus,results/plantuml_pipeline_run2/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_15_e_ticketing_for_bus/run_01.puml,dataset/case_15_e_ticketing_for_bus/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,,"[""CheckStatus"",""Confirmation"",""Login"",""LoginStart"",""Logout"",""ManageAccount"",""Payment"",""Register"",""Reservation""]","[""Book ticket"",""Check ticket status"",""Login"",""Logout"",""ManageAccountDetails"",""Payment"",""Create account"",""Validate registration""]","[{""ground_truth_state"":""Login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Logout"",""candidate_state"":""Logout"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""ManageAccount"",""candidate_state"":""ManageAccountDetails"",""ground_truth_normalized"":""manage account"",""candidate_normalized"":""manage account details"",""similarity"":0.876679,""match_type"":""strict""},{""ground_truth_state"":""Payment"",""candidate_state"":""Payment"",""ground_truth_normalized"":""payment"",""candidate_normalized"":""payment"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Register"",""candidate_state"":""Create account"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""}]","[""CheckStatus"",""Confirmation"",""LoginStart"",""Reservation""]","[""Book ticket"",""Check ticket status"",""Validate registration""]",9,8,5,4,3,0.625,0.555556,0.588235
Mistral,baseline_repair,case_15_e_ticketing_for_bus,results/plantuml_pipeline_run2/runs/open_source__mistral__rag_validation_generator_critic_repair/case_15_e_ticketing_for_bus/run_01.puml,dataset/case_15_e_ticketing_for_bus/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,,"[""CheckStatus"",""Confirmation"",""Login"",""LoginStart"",""Logout"",""ManageAccount"",""Payment"",""Register"",""Reservation""]","[""[continue]"",""AccountManagementChoice"",""BookTicketChoice"",""CheckTicketStatusChoice"",""ConfirmationChoice"",""EditOrDeleteAccountChoice"",""LoggedInChoice"",""LoginChoice"",""LogoutChoice"",""PaymentChoice"",""RegistrationChoice"",""SuccessfulLoginChoice"",""SuccessfulPaymentChoice"",""SuccessfulRegistrationChoice"",""TicketStatusChoice"",""ValidationChoice""]","[{""ground_truth_state"":""Logout"",""candidate_state"":""LogoutChoice"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout choice"",""similarity"":0.825721,""match_type"":""strict""},{""ground_truth_state"":""Payment"",""candidate_state"":""PaymentChoice"",""ground_truth_normalized"":""payment"",""candidate_normalized"":""payment choice"",""similarity"":0.807112,""match_type"":""strict""},{""ground_truth_state"":""Register"",""candidate_state"":""RegistrationChoice"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration choice"",""similarity"":0.841064,""match_type"":""strict""}]","[""CheckStatus"",""Confirmation"",""Login"",""LoginStart"",""ManageAccount"",""Reservation""]","[""[continue]"",""AccountManagementChoice"",""BookTicketChoice"",""CheckTicketStatusChoice"",""ConfirmationChoice"",""EditOrDeleteAccountChoice"",""LoggedInChoice"",""LoginChoice"",""SuccessfulLoginChoice"",""SuccessfulPaymentChoice"",""SuccessfulRegistrationChoice"",""TicketStatusChoice"",""ValidationChoice""]",9,16,3,6,13,0.1875,0.333333,0.24
Qwen_2.5_7B,baseline_repair,case_15_e_ticketing_for_bus,results/plantuml_pipeline_run2/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_15_e_ticketing_for_bus/run_01.puml,dataset/case_15_e_ticketing_for_bus/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,,"[""CheckStatus"",""Confirmation"",""Login"",""LoginStart"",""Logout"",""ManageAccount"",""Payment"",""Register"",""Reservation""]","[""R8""]",[],"[""CheckStatus"",""Confirmation"",""Login"",""LoginStart"",""Logout"",""ManageAccount"",""Payment"",""Register"",""Reservation""]","[""R8""]",9,1,0,9,1,0.0,0.0,0.0
DeepSeek_R1_14B,baseline_repair,case_16_weather_monitoring_system,results/plantuml_pipeline_run2/runs/open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair/case_16_weather_monitoring_system/run_01.puml,dataset/case_16_weather_monitoring_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,,"[""Alert"",""FuturePrediction"",""Graph"",""LiveUpdate"",""login"",""Logout"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""NewLocation"",""Register"",""UserLocation"",""Display"",""WeatherStatus"",""WeeklyAnalysis""]","[""AdditionalDetails"",""LocationEntered"",""LoggedOut"",""CreateUser"",""RegisteredUser"",""ValidLocation"",""ShowWeather"",""WeatherOptions""]","[{""ground_truth_state"":""Logout"",""candidate_state"":""LoggedOut"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout"",""similarity"":1.0,""match_type"":""exact_normalized""}]","[""Alert"",""FuturePrediction"",""Graph"",""LiveUpdate"",""login"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""NewLocation"",""Register"",""UserLocation"",""Display"",""WeatherStatus"",""WeeklyAnalysis""]","[""AdditionalDetails"",""LocationEntered"",""CreateUser"",""RegisteredUser"",""ValidLocation"",""ShowWeather"",""WeatherOptions""]",17,8,1,16,7,0.125,0.058824,0.08
Llama_3.1_8B,baseline_repair,case_16_weather_monitoring_system,results/plantuml_pipeline_run2/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_16_weather_monitoring_system/run_01.puml,dataset/case_16_weather_monitoring_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,,"[""Alert"",""FuturePrediction"",""Graph"",""LiveUpdate"",""login"",""Logout"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""NewLocation"",""Register"",""UserLocation"",""Display"",""WeatherStatus"",""WeeklyAnalysis""]","[""Authentication"",""Check Weather"",""End"",""Enter Details"",""Enter Location"",""Enter Member_ID"",""Enter Password"",""Failed Registration"",""Get Account Created"",""Get Additional Info"",""Get Selected Info"",""Get Weather Info"",""Invalid Location"",""Invalid Member_ID or Password"",""Log Out"",""Logout"",""Registration"",""Choose Detail"",""Select Option"",""Select Weather Option"",""StartJoin"",""Successful Login"",""View Additional Details""]","[{""ground_truth_state"":""Logout"",""candidate_state"":""Log Out"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Register"",""candidate_state"":""Registration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""}]","[""Alert"",""FuturePrediction"",""Graph"",""LiveUpdate"",""login"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""NewLocation"",""UserLocation"",""Display"",""WeatherStatus"",""WeeklyAnalysis""]","[""Authentication"",""Check Weather"",""End"",""Enter Details"",""Enter Location"",""Enter Member_ID"",""Enter Password"",""Failed Registration"",""Get Account Created"",""Get Additional Info"",""Get Selected Info"",""Get Weather Info"",""Invalid Location"",""Invalid Member_ID or Password"",""Logout"",""Choose Detail"",""Select Option"",""Select Weather Option"",""StartJoin"",""Successful Login"",""View Additional Details""]",17,23,2,15,21,0.086957,0.117647,0.1
Mistral,baseline_repair,case_16_weather_monitoring_system,results/plantuml_pipeline_run2/runs/open_source__mistral__rag_validation_generator_critic_repair/case_16_weather_monitoring_system/run_01.puml,dataset/case_16_weather_monitoring_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,,"[""Alert"",""FuturePrediction"",""Graph"",""LiveUpdate"",""login"",""Logout"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""NewLocation"",""Register"",""UserLocation"",""Display"",""WeatherStatus"",""WeeklyAnalysis""]","[""DetailsView"",""DewPoint"",""EndProcess"",""EndRegistration"",""EndSession"",""Humidity"",""InvalidLocation"",""CheckLocation"",""Logout"",""NewUser"",""Pressure"",""Rainfall"",""Registration"",""RegisteredUser"",""SaveInfo"",""Temperature"",""ValidLocation"",""WeatherSelection""]","[{""ground_truth_state"":""Logout"",""candidate_state"":""Logout"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""MeasureDewPoint"",""candidate_state"":""DewPoint"",""ground_truth_normalized"":""measure dew point"",""candidate_normalized"":""dew point"",""similarity"":0.806935,""match_type"":""strict""},{""ground_truth_state"":""MeasureRainfall"",""candidate_state"":""Rainfall"",""ground_truth_normalized"":""measure rainfall"",""candidate_normalized"":""rainfall"",""similarity"":0.802668,""match_type"":""strict""},{""ground_truth_state"":""Register"",""candidate_state"":""Registration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""}]","[""Alert"",""FuturePrediction"",""Graph"",""LiveUpdate"",""login"",""MeasureHumidity"",""MeasurePressure"",""MeasureTemperature"",""NewLocation"",""UserLocation"",""Display"",""WeatherStatus"",""WeeklyAnalysis""]","[""DetailsView"",""EndProcess"",""EndRegistration"",""EndSession"",""Humidity"",""InvalidLocation"",""CheckLocation"",""NewUser"",""Pressure"",""RegisteredUser"",""SaveInfo"",""Temperature"",""ValidLocation"",""WeatherSelection""]",17,18,4,13,14,0.222222,0.235294,0.228571
Qwen_2.5_7B,baseline_repair,case_16_weather_monitoring_system,results/plantuml_pipeline_run2/runs/open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair/case_16_weather_monitoring_system/run_01.puml,dataset/case_16_weather_monitoring_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,,"[""Alert"",""FuturePrediction"",""Graph"",""LiveUpdate"",""login"",""Logout"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""NewLocation"",""Register"",""UserLocation"",""Display"",""WeatherStatus"",""WeeklyAnalysis""]","[""AccountCreated"",""CheckWeather"",""DetailsChosen"",""EndProcess"",""EndSession"",""ExistingUser"",""LocationValid"",""LoginSuccess"",""MainMenu"",""CreateAccount"",""ViewDetails"",""ShowWeatherInfo"",""WeatherInfoSelected""]","[{""ground_truth_state"":""Register"",""candidate_state"":""CreateAccount"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Display"",""candidate_state"":""ViewDetails"",""ground_truth_normalized"":""view"",""candidate_normalized"":""view details"",""similarity"":0.833217,""match_type"":""strict""}]","[""Alert"",""FuturePrediction"",""Graph"",""LiveUpdate"",""login"",""Logout"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""NewLocation"",""UserLocation"",""WeatherStatus"",""WeeklyAnalysis""]","[""AccountCreated"",""CheckWeather"",""DetailsChosen"",""EndProcess"",""EndSession"",""ExistingUser"",""LocationValid"",""LoginSuccess"",""MainMenu"",""ShowWeatherInfo"",""WeatherInfoSelected""]",17,13,2,15,11,0.153846,0.117647,0.133333
