llm_name,method_name,case_id,candidate_path,ground_truth_path,embedding_model,similarity_threshold,relaxed_similarity_threshold,ground_truth_states,candidate_states,matched_state_pairs,missing_ground_truth_states,extra_candidate_states,ground_truth_state_count,candidate_state_count,matched_state_count,missing_state_count,extra_state_count,semantic_state_precision,semantic_state_recall,semantic_state_f1
DeepSeek_R1_14B,few_shot,case_28_ott_based_system_mini_reel,results\plantuml_pipeline_run2\runs\open_source__deepseek_r1_14b__few_shot\case_28_ott_based_system_mini_reel\run_01.puml,dataset\case_28_ott_based_system_mini_reel\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Discussion State"",""Account Creation"",""Updation"",""View"",""Show Likes""]","[""AccountCreated"",""AddToLikes"",""BackToListMenu"",""BackToMenu"",""ContinueWatching"",""RemoveFromLikes"",""DiscussionOption"",""FinalState"",""InitialState"",""LikesList"",""LoggedIn"",""Login"",""ExitDiscussion"",""PauseVideo"",""PostComment"",""CreateAccount"",""UploadComplete"",""UploadFailed"",""UploadingVideo"",""ViewComments"",""ViewVideo"",""WatchingVideo""]","[{""ground_truth_state"":""Discussion State"",""candidate_state"":""DiscussionOption"",""ground_truth_normalized"":""discussion state"",""candidate_normalized"":""discussion option"",""similarity"":0.724753,""match_type"":""relaxed""},{""ground_truth_state"":""Account Creation"",""candidate_state"":""CreateAccount"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""View"",""candidate_state"":""ViewVideo"",""ground_truth_normalized"":""view"",""candidate_normalized"":""view video"",""similarity"":0.568944,""match_type"":""relaxed""},{""ground_truth_state"":""Show Likes"",""candidate_state"":""LikesList"",""ground_truth_normalized"":""view likes"",""candidate_normalized"":""likes list"",""similarity"":0.615674,""match_type"":""relaxed""}]","[""Updation""]","[""AccountCreated"",""AddToLikes"",""BackToListMenu"",""BackToMenu"",""ContinueWatching"",""RemoveFromLikes"",""FinalState"",""InitialState"",""LoggedIn"",""Login"",""ExitDiscussion"",""PauseVideo"",""PostComment"",""UploadComplete"",""UploadFailed"",""UploadingVideo"",""ViewComments"",""WatchingVideo""]",5,22,4,1,18,0.181818,0.8,0.296296
Llama_3.1_8B,few_shot,case_28_ott_based_system_mini_reel,results\plantuml_pipeline_run2\runs\open_source__llama31_8b_instruct__few_shot\case_28_ott_based_system_mini_reel\run_01.puml,dataset\case_28_ott_based_system_mini_reel\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Discussion State"",""Account Creation"",""Updation"",""View"",""Show Likes""]","[""Enter discussion option"",""Create account"",""Save to likes list"",""Upload video"",""View saved videos"",""Watch videos""]","[{""ground_truth_state"":""Discussion State"",""candidate_state"":""Enter discussion option"",""ground_truth_normalized"":""discussion state"",""candidate_normalized"":""enter discussion option"",""similarity"":0.599665,""match_type"":""relaxed""},{""ground_truth_state"":""Account Creation"",""candidate_state"":""Create account"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""}]","[""Updation"",""View"",""Show Likes""]","[""Save to likes list"",""Upload video"",""View saved videos"",""Watch videos""]",5,6,2,3,4,0.333333,0.4,0.363636
Mistral,rag,case_28_ott_based_system_mini_reel,results\plantuml_pipeline_run2\runs\open_source__mistral__rag\case_28_ott_based_system_mini_reel\run_01.puml,dataset\case_28_ott_based_system_mini_reel\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Discussion State"",""Account Creation"",""Updation"",""View"",""Show Likes""]","[""AccountCreation_Admin"",""ArticleApproval"",""ArticleRejection"",""ArticleReview"",""BlogsNewsUpdates"",""CaseCategorySelection"",""CaseDetailsEntry"",""EnterDiscussion"",""IncorrectDetails"",""SignIn"",""LoginAttemptInvalid"",""LoggedOut"",""NewCase"",""ProvideFeedback"",""PublishedArticles"",""ReadArticle"",""AccountCreation"",""SaveVideo"",""SearchArticles"",""SetReminder"",""Start"",""UploadDocuments"",""UploadVideo"",""UserProfileManagement"",""ViewSavedVideos"",""WatchVideos""]","[{""ground_truth_state"":""Discussion State"",""candidate_state"":""EnterDiscussion"",""ground_truth_normalized"":""discussion state"",""candidate_normalized"":""enter discussion"",""similarity"":0.704627,""match_type"":""relaxed""},{""ground_truth_state"":""Account Creation"",""candidate_state"":""AccountCreation"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""}]","[""Updation"",""View"",""Show Likes""]","[""AccountCreation_Admin"",""ArticleApproval"",""ArticleRejection"",""ArticleReview"",""BlogsNewsUpdates"",""CaseCategorySelection"",""CaseDetailsEntry"",""IncorrectDetails"",""SignIn"",""LoginAttemptInvalid"",""LoggedOut"",""NewCase"",""ProvideFeedback"",""PublishedArticles"",""ReadArticle"",""SaveVideo"",""SearchArticles"",""SetReminder"",""Start"",""UploadDocuments"",""UploadVideo"",""UserProfileManagement"",""ViewSavedVideos"",""WatchVideos""]",5,26,2,3,24,0.076923,0.4,0.129032
Qwen_2.5_7B,rag,case_28_ott_based_system_mini_reel,results\plantuml_pipeline_run2\runs\open_source__qwen25_7b_instruct__rag\case_28_ott_based_system_mini_reel\run_01.puml,dataset\case_28_ott_based_system_mini_reel\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Discussion State"",""Account Creation"",""Updation"",""View"",""Show Likes""]","[""AccountCreated"",""EnterDiscussion"",""CreateAccount"",""VideoSaved"",""ViewLikesList"",""WatchVideos""]","[{""ground_truth_state"":""Discussion State"",""candidate_state"":""EnterDiscussion"",""ground_truth_normalized"":""discussion state"",""candidate_normalized"":""enter discussion"",""similarity"":0.704627,""match_type"":""relaxed""},{""ground_truth_state"":""Account Creation"",""candidate_state"":""CreateAccount"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Show Likes"",""candidate_state"":""ViewLikesList"",""ground_truth_normalized"":""view likes"",""candidate_normalized"":""view likes list"",""similarity"":0.81801,""match_type"":""strict""}]","[""Updation"",""View""]","[""AccountCreated"",""VideoSaved"",""WatchVideos""]",5,6,3,2,3,0.5,0.6,0.545455
DeepSeek_R1_14B,few_shot,case_32_e_visa_processing_and_follow_up_system,results\plantuml_pipeline_run2\runs\open_source__deepseek_r1_14b__few_shot\case_32_e_visa_processing_and_follow_up_system\run_01.puml,dataset\case_32_e_visa_processing_and_follow_up_system\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Apply for Visa"",""Accept Application"",""Accept Visa"",""Cancel Application"",""Check Status"",""Give Feedback"",""Login"",""Log Out"",""Make Payment"",""Modify Details"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View Details"",""View purpose of application"",""View Status""]","[""ApplicationProcessing"",""Approved"",""CancelApplication"",""CheckStatus"",""GiveFeedback"",""LoggedInMenu"",""Login"",""Logout"",""ModifyDetails"",""Create User Account"",""Rejected"",""ViewDetails"",""ViewPurpose"",""ViewStatus""]","[{""ground_truth_state"":""Accept Application"",""candidate_state"":""ApplicationProcessing"",""ground_truth_normalized"":""approval application"",""candidate_normalized"":""application processing"",""similarity"":0.486009,""match_type"":""relaxed""},{""ground_truth_state"":""Accept Visa"",""candidate_state"":""Approved"",""ground_truth_normalized"":""approval visa"",""candidate_normalized"":""approval"",""similarity"":0.672413,""match_type"":""relaxed_lexical""},{""ground_truth_state"":""Cancel Application"",""candidate_state"":""CancelApplication"",""ground_truth_normalized"":""cancel application"",""candidate_normalized"":""cancel application"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Check Status"",""candidate_state"":""CheckStatus"",""ground_truth_normalized"":""check status"",""candidate_normalized"":""check status"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Give Feedback"",""candidate_state"":""GiveFeedback"",""ground_truth_normalized"":""give feedback"",""candidate_normalized"":""give feedback"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Log Out"",""candidate_state"":""Logout"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Modify Details"",""candidate_state"":""ModifyDetails"",""ground_truth_normalized"":""modify details"",""candidate_normalized"":""modify details"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Register"",""candidate_state"":""Create User Account"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration user account"",""similarity"":0.735637,""match_type"":""relaxed_lexical""},{""ground_truth_state"":""Reject Visa"",""candidate_state"":""Rejected"",""ground_truth_normalized"":""rejection visa"",""candidate_normalized"":""rejection"",""similarity"":0.649862,""match_type"":""relaxed_lexical""},{""ground_truth_state"":""View Details"",""candidate_state"":""ViewDetails"",""ground_truth_normalized"":""view details"",""candidate_normalized"":""view details"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""View purpose of application"",""candidate_state"":""ViewPurpose"",""ground_truth_normalized"":""view purpose of application"",""candidate_normalized"":""view purpose"",""similarity"":0.788539,""match_type"":""relaxed_lexical""},{""ground_truth_state"":""View Status"",""candidate_state"":""ViewStatus"",""ground_truth_normalized"":""view status"",""candidate_normalized"":""view status"",""similarity"":1.0,""match_type"":""exact_normalized""}]","[""Apply for Visa"",""Make Payment"",""Update Status"",""Verify Document Proofs""]","[""LoggedInMenu""]",17,14,13,4,1,0.928571,0.764706,0.83871
Llama_3.1_8B,few_shot,case_32_e_visa_processing_and_follow_up_system,results\plantuml_pipeline_run2\runs\open_source__llama31_8b_instruct__few_shot\case_32_e_visa_processing_and_follow_up_system\run_01.puml,dataset\case_32_e_visa_processing_and_follow_up_system\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Apply for Visa"",""Accept Application"",""Accept Visa"",""Cancel Application"",""Check Status"",""Give Feedback"",""Login"",""Log Out"",""Make Payment"",""Modify Details"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View Details"",""View purpose of application"",""View Status""]","[""ApplyVisa"",""CancelApplication"",""CheckStatus"",""GiveFeedback"",""Login"",""Logout"",""ModifyDetails"",""CreateAccount"",""ViewDetails"",""ViewStatus""]","[{""ground_truth_state"":""Apply for Visa"",""candidate_state"":""ApplyVisa"",""ground_truth_normalized"":""apply for visa"",""candidate_normalized"":""apply visa"",""similarity"":0.988276,""match_type"":""strict""},{""ground_truth_state"":""Cancel Application"",""candidate_state"":""CancelApplication"",""ground_truth_normalized"":""cancel application"",""candidate_normalized"":""cancel application"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Check Status"",""candidate_state"":""CheckStatus"",""ground_truth_normalized"":""check status"",""candidate_normalized"":""check status"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Give Feedback"",""candidate_state"":""GiveFeedback"",""ground_truth_normalized"":""give feedback"",""candidate_normalized"":""give feedback"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Log Out"",""candidate_state"":""Logout"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Modify Details"",""candidate_state"":""ModifyDetails"",""ground_truth_normalized"":""modify details"",""candidate_normalized"":""modify details"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Register"",""candidate_state"":""CreateAccount"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""View Details"",""candidate_state"":""ViewDetails"",""ground_truth_normalized"":""view details"",""candidate_normalized"":""view details"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""View Status"",""candidate_state"":""ViewStatus"",""ground_truth_normalized"":""view status"",""candidate_normalized"":""view status"",""similarity"":1.0,""match_type"":""exact_normalized""}]","[""Accept Application"",""Accept Visa"",""Make Payment"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View purpose of application""]",[],17,10,10,7,0,1.0,0.588235,0.740741
Mistral,rag,case_32_e_visa_processing_and_follow_up_system,results\plantuml_pipeline_run2\runs\open_source__mistral__rag\case_32_e_visa_processing_and_follow_up_system\run_01.puml,dataset\case_32_e_visa_processing_and_follow_up_system\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Apply for Visa"",""Accept Application"",""Accept Visa"",""Cancel Application"",""Check Status"",""Give Feedback"",""Login"",""Log Out"",""Make Payment"",""Modify Details"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View Details"",""View purpose of application"",""View Status""]",[],[],"[""Apply for Visa"",""Accept Application"",""Accept Visa"",""Cancel Application"",""Check Status"",""Give Feedback"",""Login"",""Log Out"",""Make Payment"",""Modify Details"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View Details"",""View purpose of application"",""View Status""]",[],17,0,0,17,0,0.0,0.0,0.0
Qwen_2.5_7B,rag,case_32_e_visa_processing_and_follow_up_system,results\plantuml_pipeline_run2\runs\open_source__qwen25_7b_instruct__rag\case_32_e_visa_processing_and_follow_up_system\run_01.puml,dataset\case_32_e_visa_processing_and_follow_up_system\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""Apply for Visa"",""Accept Application"",""Accept Visa"",""Cancel Application"",""Check Status"",""Give Feedback"",""Login"",""Log Out"",""Make Payment"",""Modify Details"",""Register"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View Details"",""View purpose of application"",""View Status""]","[""AccountCreated"",""ApplicationCancelled"",""DetailsModified"",""DetailsViewed"",""FeedbackGiven"",""LoggedIn"",""LoggedOut"",""StatusChecked"",""VisaApplied"",""VisaStatusViewed""]","[{""ground_truth_state"":""Apply for Visa"",""candidate_state"":""VisaApplied"",""ground_truth_normalized"":""apply for visa"",""candidate_normalized"":""visa applied"",""similarity"":0.891979,""match_type"":""strict""},{""ground_truth_state"":""Cancel Application"",""candidate_state"":""ApplicationCancelled"",""ground_truth_normalized"":""cancel application"",""candidate_normalized"":""application cancelled"",""similarity"":0.768763,""match_type"":""relaxed""},{""ground_truth_state"":""Check Status"",""candidate_state"":""StatusChecked"",""ground_truth_normalized"":""check status"",""candidate_normalized"":""status checked"",""similarity"":0.846707,""match_type"":""strict""},{""ground_truth_state"":""Give Feedback"",""candidate_state"":""FeedbackGiven"",""ground_truth_normalized"":""give feedback"",""candidate_normalized"":""feedback given"",""similarity"":0.842691,""match_type"":""strict""},{""ground_truth_state"":""Login"",""candidate_state"":""LoggedIn"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Log Out"",""candidate_state"":""LoggedOut"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""Modify Details"",""candidate_state"":""DetailsModified"",""ground_truth_normalized"":""modify details"",""candidate_normalized"":""details modified"",""similarity"":0.63204,""match_type"":""relaxed""},{""ground_truth_state"":""Register"",""candidate_state"":""AccountCreated"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""account registration"",""similarity"":0.829525,""match_type"":""strict""},{""ground_truth_state"":""View Details"",""candidate_state"":""DetailsViewed"",""ground_truth_normalized"":""view details"",""candidate_normalized"":""details viewed"",""similarity"":0.867074,""match_type"":""strict""},{""ground_truth_state"":""View Status"",""candidate_state"":""VisaStatusViewed"",""ground_truth_normalized"":""view status"",""candidate_normalized"":""visa status viewed"",""similarity"":0.694095,""match_type"":""relaxed""}]","[""Accept Application"",""Accept Visa"",""Make Payment"",""Reject Visa"",""Update Status"",""Verify Document Proofs"",""View purpose of application""]",[],17,10,10,7,0,1.0,0.588235,0.740741
DeepSeek_R1_14B,few_shot,case_33_farm_management_system,results\plantuml_pipeline_run2\runs\open_source__deepseek_r1_14b__few_shot\case_33_farm_management_system\run_01.puml,dataset\case_33_farm_management_system\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""labour availability"",""labour availability view"",""logout"",""market conditions"",""market conditions report"",""pest control techniques"",""pestcontrol"",""soil condition"",""soil condition view"",""user home"",""user login"",""weather insights"",""weather insights view""]","[""EndSession"",""LabourAvailability"",""Login"",""MainMenu"",""MarketConditions"",""Pest"",""PestControlPhoto"",""PestControlTechniques"",""SoilInfo"",""Start"",""WeatherInsights""]","[{""ground_truth_state"":""labour availability"",""candidate_state"":""LabourAvailability"",""ground_truth_normalized"":""labour availability"",""candidate_normalized"":""labour availability"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""logout"",""candidate_state"":""EndSession"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""end session"",""similarity"":0.562578,""match_type"":""relaxed""},{""ground_truth_state"":""market conditions"",""candidate_state"":""MarketConditions"",""ground_truth_normalized"":""market conditions"",""candidate_normalized"":""market conditions"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""pest control techniques"",""candidate_state"":""PestControlTechniques"",""ground_truth_normalized"":""pest control techniques"",""candidate_normalized"":""pest control techniques"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""pestcontrol"",""candidate_state"":""Pest"",""ground_truth_normalized"":""pestcontrol"",""candidate_normalized"":""pest"",""similarity"":0.696898,""match_type"":""relaxed""},{""ground_truth_state"":""soil condition"",""candidate_state"":""SoilInfo"",""ground_truth_normalized"":""soil condition"",""candidate_normalized"":""soil info"",""similarity"":0.720561,""match_type"":""relaxed""},{""ground_truth_state"":""user login"",""candidate_state"":""Login"",""ground_truth_normalized"":""user login"",""candidate_normalized"":""login"",""similarity"":0.843187,""match_type"":""strict""},{""ground_truth_state"":""weather insights"",""candidate_state"":""WeatherInsights"",""ground_truth_normalized"":""weather insights"",""candidate_normalized"":""weather insights"",""similarity"":1.0,""match_type"":""exact_normalized""}]","[""labour availability view"",""market conditions report"",""soil condition view"",""user home"",""weather insights view""]","[""MainMenu"",""PestControlPhoto"",""Start""]",13,11,8,5,3,0.727273,0.615385,0.666667
Llama_3.1_8B,few_shot,case_33_farm_management_system,results\plantuml_pipeline_run2\runs\open_source__llama31_8b_instruct__few_shot\case_33_farm_management_system\run_01.puml,dataset\case_33_farm_management_system\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""labour availability"",""labour availability view"",""logout"",""market conditions"",""market conditions report"",""pest control techniques"",""pestcontrol"",""soil condition"",""soil condition view"",""user home"",""user login"",""weather insights"",""weather insights view""]","[""Labour Availability"",""Login"",""Logout"",""Main Area"",""Market Conditions"",""Market Report"",""Pest Control Help"",""Pest Control Techniques"",""Soil Information"",""Weather Insights""]","[{""ground_truth_state"":""labour availability"",""candidate_state"":""Labour Availability"",""ground_truth_normalized"":""labour availability"",""candidate_normalized"":""labour availability"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""logout"",""candidate_state"":""Logout"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""market conditions"",""candidate_state"":""Market Conditions"",""ground_truth_normalized"":""market conditions"",""candidate_normalized"":""market conditions"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""market conditions report"",""candidate_state"":""Market Report"",""ground_truth_normalized"":""market conditions report"",""candidate_normalized"":""market report"",""similarity"":0.808552,""match_type"":""strict""},{""ground_truth_state"":""pest control techniques"",""candidate_state"":""Pest Control Techniques"",""ground_truth_normalized"":""pest control techniques"",""candidate_normalized"":""pest control techniques"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""pestcontrol"",""candidate_state"":""Pest Control Help"",""ground_truth_normalized"":""pestcontrol"",""candidate_normalized"":""pest control help"",""similarity"":0.718159,""match_type"":""relaxed""},{""ground_truth_state"":""soil condition view"",""candidate_state"":""Soil Information"",""ground_truth_normalized"":""soil condition view"",""candidate_normalized"":""soil information"",""similarity"":0.717608,""match_type"":""relaxed""},{""ground_truth_state"":""user login"",""candidate_state"":""Login"",""ground_truth_normalized"":""user login"",""candidate_normalized"":""login"",""similarity"":0.843187,""match_type"":""strict""},{""ground_truth_state"":""weather insights"",""candidate_state"":""Weather Insights"",""ground_truth_normalized"":""weather insights"",""candidate_normalized"":""weather insights"",""similarity"":1.0,""match_type"":""exact_normalized""}]","[""labour availability view"",""soil condition"",""user home"",""weather insights view""]","[""Main Area""]",13,10,9,4,1,0.9,0.692308,0.782609
Mistral,rag,case_33_farm_management_system,results\plantuml_pipeline_run2\runs\open_source__mistral__rag\case_33_farm_management_system\run_01.puml,dataset\case_33_farm_management_system\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""labour availability"",""labour availability view"",""logout"",""market conditions"",""market conditions report"",""pest control techniques"",""pestcontrol"",""soil condition"",""soil condition view"",""user home"",""user login"",""weather insights"",""weather insights view""]","[""Continue"",""CropSuggestions"",""EndSession"",""Error"",""LabourAvailability"",""LabourDetails"",""MainArea"",""MarketConditions"",""MarketReport"",""PestControlHelp"",""PestControlTechniques"",""SignOut"",""SoilInfo"",""WeatherDetails"",""WeatherInsights""]","[{""ground_truth_state"":""labour availability"",""candidate_state"":""LabourAvailability"",""ground_truth_normalized"":""labour availability"",""candidate_normalized"":""labour availability"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""labour availability view"",""candidate_state"":""LabourDetails"",""ground_truth_normalized"":""labour availability view"",""candidate_normalized"":""labour details"",""similarity"":0.662129,""match_type"":""relaxed""},{""ground_truth_state"":""logout"",""candidate_state"":""EndSession"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""end session"",""similarity"":0.562578,""match_type"":""relaxed""},{""ground_truth_state"":""market conditions"",""candidate_state"":""MarketConditions"",""ground_truth_normalized"":""market conditions"",""candidate_normalized"":""market conditions"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""market conditions report"",""candidate_state"":""MarketReport"",""ground_truth_normalized"":""market conditions report"",""candidate_normalized"":""market report"",""similarity"":0.808552,""match_type"":""strict""},{""ground_truth_state"":""pest control techniques"",""candidate_state"":""PestControlTechniques"",""ground_truth_normalized"":""pest control techniques"",""candidate_normalized"":""pest control techniques"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""pestcontrol"",""candidate_state"":""PestControlHelp"",""ground_truth_normalized"":""pestcontrol"",""candidate_normalized"":""pest control help"",""similarity"":0.718159,""match_type"":""relaxed""},{""ground_truth_state"":""soil condition"",""candidate_state"":""SoilInfo"",""ground_truth_normalized"":""soil condition"",""candidate_normalized"":""soil info"",""similarity"":0.720561,""match_type"":""relaxed""},{""ground_truth_state"":""user login"",""candidate_state"":""SignOut"",""ground_truth_normalized"":""user login"",""candidate_normalized"":""sign out"",""similarity"":0.502193,""match_type"":""relaxed""},{""ground_truth_state"":""weather insights"",""candidate_state"":""WeatherInsights"",""ground_truth_normalized"":""weather insights"",""candidate_normalized"":""weather insights"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""weather insights view"",""candidate_state"":""WeatherDetails"",""ground_truth_normalized"":""weather insights view"",""candidate_normalized"":""weather details"",""similarity"":0.694834,""match_type"":""relaxed""}]","[""soil condition view"",""user home""]","[""Continue"",""CropSuggestions"",""Error"",""MainArea""]",13,15,11,2,4,0.733333,0.846154,0.785714
Qwen_2.5_7B,rag,case_33_farm_management_system,results\plantuml_pipeline_run2\runs\open_source__qwen25_7b_instruct__rag\case_33_farm_management_system\run_01.puml,dataset\case_33_farm_management_system\diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,0.480000,"[""labour availability"",""labour availability view"",""logout"",""market conditions"",""market conditions report"",""pest control techniques"",""pestcontrol"",""soil condition"",""soil condition view"",""user home"",""user login"",""weather insights"",""weather insights view""]","[""ContinueUsage"",""LabourDetails"",""Logout"",""MainArea"",""MarketConditions"",""MarketReport"",""PestControlHelp"",""PestTechniques"",""PhotoRequired"",""SoilSuggestions"",""WeatherInsights""]","[{""ground_truth_state"":""labour availability view"",""candidate_state"":""LabourDetails"",""ground_truth_normalized"":""labour availability view"",""candidate_normalized"":""labour details"",""similarity"":0.662129,""match_type"":""relaxed""},{""ground_truth_state"":""logout"",""candidate_state"":""Logout"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""market conditions"",""candidate_state"":""MarketConditions"",""ground_truth_normalized"":""market conditions"",""candidate_normalized"":""market conditions"",""similarity"":1.0,""match_type"":""exact_normalized""},{""ground_truth_state"":""market conditions report"",""candidate_state"":""MarketReport"",""ground_truth_normalized"":""market conditions report"",""candidate_normalized"":""market report"",""similarity"":0.808552,""match_type"":""strict""},{""ground_truth_state"":""pest control techniques"",""candidate_state"":""PestTechniques"",""ground_truth_normalized"":""pest control techniques"",""candidate_normalized"":""pest techniques"",""similarity"":0.916597,""match_type"":""strict""},{""ground_truth_state"":""pestcontrol"",""candidate_state"":""PestControlHelp"",""ground_truth_normalized"":""pestcontrol"",""candidate_normalized"":""pest control help"",""similarity"":0.718159,""match_type"":""relaxed""},{""ground_truth_state"":""soil condition"",""candidate_state"":""SoilSuggestions"",""ground_truth_normalized"":""soil condition"",""candidate_normalized"":""soil suggestions"",""similarity"":0.697498,""match_type"":""relaxed""},{""ground_truth_state"":""weather insights"",""candidate_state"":""WeatherInsights"",""ground_truth_normalized"":""weather insights"",""candidate_normalized"":""weather insights"",""similarity"":1.0,""match_type"":""exact_normalized""}]","[""labour availability"",""soil condition view"",""user home"",""user login"",""weather insights view""]","[""ContinueUsage"",""MainArea"",""PhotoRequired""]",13,11,8,5,3,0.727273,0.615385,0.666667
