evaluation_id,case_id,model,method,source_run_id,content_sha256,puml_path,png_path,requirement_path
diagram_011,case_32_e_visa_processing_and_follow_up_system,DeepSeek_R1_14B,syntax_grounded_repair,open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair__syntax_grounded_no_rules,59db9b4c456b3ab3f232e49a1c5c16f4b85de46a03c438e5bd8b62e67538cff2,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_32_e_visa_processing_and_follow_up_system/diagram_011.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_32_e_visa_processing_and_follow_up_system/diagram_011.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_32_e_visa_processing_and_follow_up_system/requirement.txt
diagram_012,case_33_farm_management_system,Llama_3.1_8B,syntax_grounded_repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair__syntax_grounded,db63b8365067ed74c2c2d3aaa87ea2e5fc6f40196ef5d10eebb1200f47a3ba48,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_33_farm_management_system/diagram_012.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_33_farm_management_system/diagram_012.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_33_farm_management_system/requirement.txt
diagram_013,case_34_green_rides,Qwen_2.5_7B,syntax_grounded_repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair__syntax_grounded_no_rules_original_rag,0e0144481cc312bdacce5d254d13ab9fd84d763766fb2c5084f69a3d26640f3f,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_34_green_rides/diagram_013.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_34_green_rides/diagram_013.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_34_green_rides/requirement.txt
diagram_014,case_34_green_rides,DeepSeek_R1_14B,syntax_grounded_repair,open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair__syntax_grounded_no_rules,717750089e817670fbd1b3ce7fc2fb6db951fbc9e2afd28c4f5e8b03f8df293f,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_34_green_rides/diagram_014.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_34_green_rides/diagram_014.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_34_green_rides/requirement.txt
diagram_015,case_37_online_quiz_system,Qwen_2.5_7B,syntax_grounded_repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair__syntax_grounded_no_rules_original_rag,798e1df5ca43b7fdb0a83fac2d28afe14d112d6ec7455ad19c252c8296280a78,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_37_online_quiz_system/diagram_015.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_37_online_quiz_system/diagram_015.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_37_online_quiz_system/requirement.txt
diagram_016,case_37_online_quiz_system,DeepSeek_R1_14B,syntax_grounded_repair,open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair__syntax_grounded_no_rules,6cf4125cd6dc5a17a0286c91457268aed4e7a3e5191ad1b267c9f4b9cb725605,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_37_online_quiz_system/diagram_016.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_37_online_quiz_system/diagram_016.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_37_online_quiz_system/requirement.txt
diagram_017,case_39_website_development,Qwen_2.5_7B,syntax_grounded_repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair__syntax_grounded_no_rules_original_rag,6673465b5113c4ada733cb602216a90c5d8c6942ac4f26edceda1ea5cbb20e6b,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_39_website_development/diagram_017.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_39_website_development/diagram_017.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_39_website_development/requirement.txt
diagram_018,case_39_website_development,Mistral,syntax_grounded_repair,open_source__mistral__rag_validation_generator_critic_repair__syntax_grounded,2f4eb45881abea360e17874bd0705a8caa5b6ff38b4b1703359e0acc7c617702,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_39_website_development/diagram_018.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_39_website_development/diagram_018.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_39_website_development/requirement.txt
diagram_019,case_39_website_development,DeepSeek_R1_14B,syntax_grounded_repair,open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair__syntax_grounded_no_rules,5179bbfcb58fabe82b96edcc28167c23c4128161490282bbcedbf3c530201efe,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_39_website_development/diagram_019.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_39_website_development/diagram_019.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_39_website_development/requirement.txt
diagram_020,case_41_video_suggestion_system,Llama_3.1_8B,syntax_grounded_repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair__syntax_grounded,386a3045da15cff495068efec60ced3adea1c5c260eef2beb553429965c7da2e,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_41_video_suggestion_system/diagram_020.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_41_video_suggestion_system/diagram_020.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_41_video_suggestion_system/requirement.txt
diagram_021,case_45_alarm_clock,Llama_3.1_8B,syntax_grounded_repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair__syntax_grounded,3214927761db462f3ad675bdab340dd27f6c95df76feac8356a48d688789e02a,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_45_alarm_clock/diagram_021.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_45_alarm_clock/diagram_021.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_45_alarm_clock/requirement.txt
diagram_022,case_46_digital_watch,Qwen_2.5_7B,syntax_grounded_repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair__syntax_grounded_no_rules_original_rag,21a2209ddcfd753b40798162a1ca51eabe645d18f851fe7df243c6d1e403ac4d,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_46_digital_watch/diagram_022.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_46_digital_watch/diagram_022.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_46_digital_watch/requirement.txt
diagram_023,case_46_digital_watch,DeepSeek_R1_14B,syntax_grounded_repair,open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair__syntax_grounded_no_rules,a5f752b30f407645bea6af8406eba1800077b41ad58cab85142a908cc9bf1b73,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_46_digital_watch/diagram_023.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_46_digital_watch/diagram_023.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_46_digital_watch/requirement.txt
diagram_024,case_47_safehome_security_function,Qwen_2.5_7B,syntax_grounded_repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair__syntax_grounded_no_rules_original_rag,08e96718e846258c66522bfc870569d35a1b724f8d038d4b7fb309e859932ce8,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_47_safehome_security_function/diagram_024.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_47_safehome_security_function/diagram_024.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_47_safehome_security_function/requirement.txt
diagram_025,case_47_safehome_security_function,DeepSeek_R1_14B,syntax_grounded_repair,open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair__syntax_grounded_no_rules,82d5b7649b019325105fc54c43eb458bbc94909b796ba3371d23a24efe2cbb03,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_47_safehome_security_function/diagram_025.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_47_safehome_security_function/diagram_025.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_47_safehome_security_function/requirement.txt
diagram_026,case_51_process_sale,Llama_3.1_8B,syntax_grounded_repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair__syntax_grounded,6b16790894278b0377bb7d2ab0bcaf3b27042e1bb7cfd158e0a9fbbdb614ec15,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_51_process_sale/diagram_026.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_51_process_sale/diagram_026.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_51_process_sale/requirement.txt
diagram_027,case_52_microwave_oven,DeepSeek_R1_14B,syntax_grounded_repair,open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair__syntax_grounded_no_rules,1be5c0b6195cab401f7e062ebc202c57c84ecfc4a99eadcfaf52ee895d5c4d96,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_52_microwave_oven/diagram_027.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_52_microwave_oven/diagram_027.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_52_microwave_oven/requirement.txt
diagram_028,case_54_weather_station_system,DeepSeek_R1_14B,syntax_grounded_repair,open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair__syntax_grounded_no_rules,435682a11a770422f16ecf61e2c9dbec45eb2ec484115084f98ffb02b5504672,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_54_weather_station_system/diagram_028.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_54_weather_station_system/diagram_028.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_54_weather_station_system/requirement.txt
diagram_029,case_54_weather_station_system,Llama_3.1_8B,syntax_grounded_repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair__syntax_grounded,daf3b5be22806b1c3e93906345f7743312a8aeb914adad544efab75c2e0334a5,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_54_weather_station_system/diagram_029.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_54_weather_station_system/diagram_029.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_54_weather_station_system/requirement.txt
diagram_030,case_59_atm_1,Qwen_2.5_7B,syntax_grounded_repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair__syntax_grounded_no_rules_original_rag,e9df3973bd19753ea485a2c1ce39a4a7472532a7199ba8ef10f3eb4ed0a932b9,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_59_atm_1/diagram_030.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_59_atm_1/diagram_030.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_59_atm_1/requirement.txt
diagram_031,case_59_atm_1,Llama_3.1_8B,syntax_grounded_repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair__syntax_grounded,b59fdb7aa5ed833ac136dccd29f9244ce33705bf1abb262d7fd7a44e8faee7f8,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_59_atm_1/diagram_031.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_59_atm_1/diagram_031.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_59_atm_1/requirement.txt
diagram_032,case_65_plane,Mistral,syntax_grounded_repair,open_source__mistral__rag_validation_generator_critic_repair__syntax_grounded,f759632ddc1a85052e2e397955ad2b8f08306aab526a115435ffb081d401b619,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_65_plane/diagram_032.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_65_plane/diagram_032.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_65_plane/requirement.txt
diagram_033,case_67_atm_many_scenarios_1,Qwen_2.5_7B,syntax_grounded_repair,open_source__qwen25_7b_instruct__rag_validation_generator_critic_repair__syntax_grounded_no_rules_original_rag,1f12a971c1c815846aae2b56a97cee6b50fbd9ab042ed1ec8825437d7ba11aab,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_67_atm_many_scenarios_1/diagram_033.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_67_atm_many_scenarios_1/diagram_033.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_67_atm_many_scenarios_1/requirement.txt
diagram_034,case_70_atm_many_scenarios_7,DeepSeek_R1_14B,syntax_grounded_repair,open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair__syntax_grounded_no_rules,b16e5c7a373d1cd347b79d1d6d33cde5086088c800a1eca2d4b2c4234e782162,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_70_atm_many_scenarios_7/diagram_034.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_70_atm_many_scenarios_7/diagram_034.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_70_atm_many_scenarios_7/requirement.txt
diagram_035,case_78_class_campaign_version_2,Mistral,syntax_grounded_repair,open_source__mistral__rag_validation_generator_critic_repair__syntax_grounded,70cdc296a3e76fc14e568058bd6a2d34e54d41a06427097a1bb63cc2003042fd,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_78_class_campaign_version_2/diagram_035.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_78_class_campaign_version_2/diagram_035.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_78_class_campaign_version_2/requirement.txt
diagram_036,case_80_staff_member_class,Mistral,syntax_grounded_repair,open_source__mistral__rag_validation_generator_critic_repair__syntax_grounded,69fb7794046d3e817f5348eb8a4d226e2fbbba463afdec55fe3d1f9091f54ff4,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_80_staff_member_class/diagram_036.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_80_staff_member_class/diagram_036.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_80_staff_member_class/requirement.txt
diagram_037,case_80_staff_member_class,DeepSeek_R1_14B,syntax_grounded_repair,open_source__deepseek_r1_14b__few_shot_validation_generator_critic_repair__syntax_grounded_no_rules,0a9197b42d5458133ef875786f7389d9e8c80cdc56849c501190ef861704ec77,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_80_staff_member_class/diagram_037.puml,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_80_staff_member_class/diagram_037.png,/Users/faria/State_transition_Diagram_generated_by_LLM/final_results/need_to_validate_by_human/case_80_staff_member_class/requirement.txt
